lemma	identifier1	identifier2	judgment	cosine_similarity
abbauen	2532889X_1989-12-21_01_041.tcf.xml-17-12	humboldt_bogota_1853-257-34	2.0	0.29774463176727295
abbauen	2532889X_1990-04-26_01_220.tcf.xml-8-7	26120215_1970_07_23_01_183.tcf.xml-22-11	3.0	0.35544487833976746
abbauen	2532889X_1990-04-28_01_305.tcf.xml-4-29	26120215_1966_02_09_01_027.tcf.xml-55-17	3.5	0.7281892895698547
abbauen	2532889X_1990-04-28_01_305.tcf.xml-4-29	humboldt_aequinoktial02_1859-3475-27	2.0	0.403653085231781
abbauen	2532889X_1990-05-09_01_014.tcf.xml-6-18	26120215_1990_07_28_01_810.tcf.xml-15-12	3.0	0.40076375007629395
abbauen	26120215_1946_05_09_01_023.tcf.xml-24-10	26120215_1990_07_28_01_810.tcf.xml-15-12	2.0	0.19141274690628052
abbauen	26120215_1947_10_29_01_105.tcf.xml-3-18	beck_eisen02_1895-1381-74	3.5	0.6155246496200562
abbauen	26120215_1947_11_18_01_017.tcf.xml-3-16	humboldt_bogota_1853-257-34	2.0	0.29515478014945984
abbauen	26120215_1955_07_30_01_004.tcf.xml-20-38	baumstark_encyclopaedie_1835-3530-19	2.0	0.43234872817993164
abbauen	26120215_1955_07_30_01_004.tcf.xml-20-38	beck_eisen02_1895-1381-74	2.0	0.37518075108528137
abbauen	26120215_1955_07_30_01_004.tcf.xml-20-38	peschel_voelkerkunde_1874-3546-43	2.0	0.4435432255268097
abbauen	26120215_1956_09_28_01_084.tcf.xml-4-19	26120215_1970_07_23_01_183.tcf.xml-22-11	4.0	0.4909204840660095
abbauen	26120215_1956_09_28_01_084.tcf.xml-4-19	26120215_1984_11_18_01_041.tcf.xml-9-21	2.0	0.642704963684082
abbauen	26120215_1956_09_28_01_084.tcf.xml-4-19	26120215_1985_03_06_01_091.tcf.xml-14-8	4.0	0.8818307518959045
abbauen	26120215_1956_09_28_01_084.tcf.xml-4-19	beck_eisen01_1884-1203-25	2.5	0.49001049995422363
abbauen	26120215_1956_09_28_01_084.tcf.xml-4-19	beck_eisen01_1884-8131-33	2.0	0.37003272771835327
abbauen	26120215_1956_09_28_01_084.tcf.xml-4-19	beck_eisen03_1897-17045-9	2.0	0.40298548340797424
abbauen	26120215_1956_09_28_01_084.tcf.xml-4-19	berg_ostasien04_1873-4058-13	2.0	0.4571724832057953
abbauen	26120215_1956_09_28_01_084.tcf.xml-4-19	humboldt_aequinoktial02_1859-3475-27	2.0	0.4073737859725952
abbauen	26120215_1956_09_28_01_084.tcf.xml-4-19	humboldt_gutachten_1838-109-17	2.0	0.34384995698928833
abbauen	26120215_1956_09_28_01_084.tcf.xml-4-19	ledebur_eisenhuettenkunde_1884-9090-10	2.0	0.33327269554138184
abbauen	26120215_1956_09_28_01_084.tcf.xml-4-19	peschel_voelkerkunde_1874-3546-36	2.0	0.40255340933799744
abbauen	26120215_1956_09_28_01_084.tcf.xml-4-19	quenstedt_mineralogie_1854-14153-23	2.0	0.3456381559371948
abbauen	26120215_1960_05_12_01_117.tcf.xml-12-4	humboldt_aequinoktial02_1859-3475-27	2.0	0.3778262734413147
abbauen	26120215_1962_01_05_01_035.tcf.xml-141-16	beck_eisen02_1895-1009-4	2.0	0.38728898763656616
abbauen	26120215_1963_04_07_01_034.tcf.xml-54-28	humboldt_aequinoktial02_1859-3475-27	2.0	0.35348939895629883
abbauen	26120215_1966_04_29_01_295.tcf.xml-3-18	26120215_1984_11_18_01_041.tcf.xml-9-21	2.0	0.40104326605796814
abbauen	26120215_1967_06_02_01_258.tcf.xml-7-3	26120215_1978_06_09_01_160.tcf.xml-6-24	2.0	0.3601926565170288
abbauen	26120215_1967_06_02_01_258.tcf.xml-7-3	26120215_1979_07_18_01_037.tcf.xml-75-26	3.5	0.7923678755760193
abbauen	26120215_1967_06_02_01_258.tcf.xml-7-3	26120215_1981_07_08_01_073.tcf.xml-4-23	2.0	0.6024833917617798
abbauen	26120215_1967_06_02_01_258.tcf.xml-7-3	beck_eisen02_1895-1381-74	2.0	0.4960591495037079
abbauen	26120215_1967_06_02_01_258.tcf.xml-7-3	beck_eisen02_1895-19457-11	1.5	0.6103202104568481
abbauen	26120215_1967_06_02_01_258.tcf.xml-7-3	berg_ostasien04_1873-4058-13	3.5	0.7689127326011658
abbauen	26120215_1967_06_02_01_258.tcf.xml-7-3	berg_ostasien04_1873-4792-15	4.0	0.7408285737037659
abbauen	26120215_1967_06_02_01_258.tcf.xml-7-3	gerstner_mechanik03_1834-8939-9	2.5	0.5027800798416138
abbauen	26120215_1968_01_24_01_005.tcf.xml-140-27	26120215_1984_11_18_01_041.tcf.xml-9-21	2.0	0.631782591342926
abbauen	26120215_1970_07_23_01_183.tcf.xml-22-11	26120215_1984_11_18_01_041.tcf.xml-9-21	2.0	0.3780137598514557
abbauen	26120215_1970_07_23_01_183.tcf.xml-22-11	26120215_1990_08_21_01_363.tcf.xml-5-26	3.5	0.5396702289581299
abbauen	26120215_1970_07_23_01_183.tcf.xml-22-11	baumstark_encyclopaedie_1835-3425-45	2.0	0.21303963661193848
abbauen	26120215_1970_07_23_01_183.tcf.xml-22-11	baumstark_encyclopaedie_1835-3477-6	2.0	0.588640570640564
abbauen	26120215_1970_07_23_01_183.tcf.xml-22-11	beck_eisen01_1884-1203-25	2.0	0.33887892961502075
abbauen	26120215_1970_07_23_01_183.tcf.xml-22-11	beck_eisen02_1895-1381-74	2.0	0.3369740843772888
abbauen	26120215_1970_07_23_01_183.tcf.xml-22-11	beck_eisen03_1897-15223-9	2.0	0.25905942916870117
abbauen	26120215_1970_07_23_01_183.tcf.xml-22-11	humboldt_aequinoktial02_1859-3475-27	2.0	0.27217477560043335
abbauen	26120215_1970_07_23_01_183.tcf.xml-22-11	humboldt_gutachten_1838-109-17	2.0	0.3424034118652344
abbauen	26120215_1970_07_23_01_183.tcf.xml-22-11	quenstedt_mineralogie_1854-11683-34	2.0	0.19729360938072205
abbauen	26120215_1970_09_26_01_179.tcf.xml-10-20	26120215_1981_07_08_01_073.tcf.xml-4-23	4.0	0.4011401832103729
abbauen	26120215_1970_09_26_01_179.tcf.xml-10-20	berg_ostasien04_1873-4792-15	3.0	0.39752304553985596
abbauen	26120215_1971_08_01_01_017.tcf.xml-8-8	26120215_1984_11_18_01_041.tcf.xml-9-21	2.0	0.3674663007259369
abbauen	26120215_1974_02_16_01_247.tcf.xml-4-30	26120215_1984_11_18_01_041.tcf.xml-9-21	3.5	0.830214262008667
abbauen	26120215_1974_02_16_01_247.tcf.xml-4-30	beck_eisen02_1895-19457-11	2.0	0.6674470901489258
abbauen	26120215_1978_06_09_01_160.tcf.xml-6-24	26120215_1990_07_28_01_810.tcf.xml-15-12	3.0	0.49189212918281555
abbauen	26120215_1979_07_18_01_037.tcf.xml-75-26	baumstark_encyclopaedie_1835-12861-16	3.0	0.643051266670227
abbauen	26120215_1979_07_18_01_037.tcf.xml-75-26	beck_eisen03_1897-15224-3	2.0	0.781356692314148
abbauen	26120215_1979_07_18_01_037.tcf.xml-75-26	berg_ostasien04_1873-4058-13	4.0	0.7132655382156372
abbauen	26120215_1979_07_18_01_037.tcf.xml-75-26	gerstner_mechanik03_1834-7860-24	4.0	0.788372278213501
abbauen	26120215_1979_07_18_01_037.tcf.xml-75-26	humboldt_aequinoktial02_1859-3475-27	4.0	0.7383313775062561
abbauen	26120215_1979_07_18_01_037.tcf.xml-75-26	quenstedt_mineralogie_1854-14153-23	3.0	0.5680481195449829
abbauen	26120215_1981_07_08_01_073.tcf.xml-4-23	26120215_1984_11_18_01_041.tcf.xml-9-21	4.0	0.9217214584350586
abbauen	26120215_1981_07_08_01_073.tcf.xml-4-23	26120215_1990_07_28_01_810.tcf.xml-15-12	2.0	0.43985140323638916
abbauen	26120215_1981_07_08_01_073.tcf.xml-4-23	baumstark_encyclopaedie_1835-12861-16	2.5	0.5633002519607544
abbauen	26120215_1981_07_08_01_073.tcf.xml-4-23	beck_eisen02_1895-8983-27	2.0	0.4788530766963959
abbauen	26120215_1981_07_08_01_073.tcf.xml-4-23	peschel_voelkerkunde_1874-3546-43	2.0	0.5497535467147827
abbauen	26120215_1982_01_21_01_056.tcf.xml-8-30	26120215_1984_11_18_01_041.tcf.xml-9-21	2.0	0.5528945922851562
abbauen	26120215_1982_01_30_01_155.tcf.xml-21-5	beck_eisen03_1897-14128-14	2.0	0.25654417276382446
abbauen	26120215_1984_08_02_01_043.tcf.xml-10-15	baumstark_encyclopaedie_1835-3348-26	4.0	0.43299034237861633
abbauen	26120215_1984_08_02_01_043.tcf.xml-10-15	humboldt_aequinoktial02_1859-3475-27	2.0	0.3678756654262543
abbauen	26120215_1984_11_18_01_041.tcf.xml-9-21	26120215_1989_07_26_01_156.tcf.xml-20-11	2.0	0.47131234407424927
abbauen	26120215_1984_11_18_01_041.tcf.xml-9-21	26120215_1990_07_28_01_810.tcf.xml-15-12	3.0	0.27929583191871643
abbauen	26120215_1984_11_18_01_041.tcf.xml-9-21	baumstark_encyclopaedie_1835-3425-45	3.0	0.6953139901161194
abbauen	26120215_1984_11_18_01_041.tcf.xml-9-21	baumstark_encyclopaedie_1835-3477-40	4.0	0.3908388912677765
abbauen	26120215_1984_11_18_01_041.tcf.xml-9-21	beck_eisen03_1897-15223-9	2.0	0.5560194253921509
abbauen	26120215_1984_11_18_01_041.tcf.xml-9-21	berg_ostasien04_1873-4058-13	3.5	0.6955356597900391
abbauen	26120215_1984_11_18_01_041.tcf.xml-9-21	berg_ostasien04_1873-4792-15	4.0	0.8606716394424438
abbauen	26120215_1984_11_18_01_041.tcf.xml-9-21	gerstner_mechanik03_1834-7860-24	4.0	0.9198564291000366
abbauen	26120215_1984_11_18_01_041.tcf.xml-9-21	humboldt_gutachten_1838-109-17	1.5	0.4655875265598297
abbauen	26120215_1984_11_18_01_041.tcf.xml-9-21	quenstedt_mineralogie_1854-14153-23	2.0	0.4803004264831543
abbauen	26120215_1985_09_11_01_030.tcf.xml-63-27	humboldt_gutachten_1838-109-17	2.0	0.31106045842170715
abbauen	26120215_1986_10_10_01_075.tcf.xml-7-19	baumstark_encyclopaedie_1835-3530-19	1.5	0.4766480326652527
abbauen	26120215_1988_11_23_01_007.tcf.xml-33-33	beck_eisen02_1895-1381-74	2.0	0.253580242395401
abbauen	26120215_1990_07_28_01_810.tcf.xml-15-12	26120215_1990_09_29_01_919.tcf.xml-4-19	4.0	0.617600679397583
abbauen	26120215_1990_07_28_01_810.tcf.xml-15-12	baumstark_encyclopaedie_1835-3348-3	3.0	0.23457728326320648
abbauen	26120215_1990_07_28_01_810.tcf.xml-15-12	baumstark_encyclopaedie_1835-3469-13	2.0	0.1546107679605484
abbauen	26120215_1990_07_28_01_810.tcf.xml-15-12	baumstark_encyclopaedie_1835-3510-14	2.0	0.35317936539649963
abbauen	26120215_1990_07_28_01_810.tcf.xml-15-12	beck_eisen02_1895-1009-4	2.0	0.15852907299995422
abbauen	26120215_1990_07_28_01_810.tcf.xml-15-12	beck_eisen03_1897-15223-9	2.0	0.1593201607465744
abbauen	26120215_1990_07_28_01_810.tcf.xml-15-12	humboldt_bogota_1853-257-34	3.0	0.2162797600030899
abbauen	26120215_1990_07_28_01_810.tcf.xml-15-12	humboldt_gutachten_1838-109-17	2.0	0.20897383987903595
abbauen	26120215_1990_08_21_01_363.tcf.xml-5-26	beck_eisen02_1895-19646-33	2.0	0.41161176562309265
abbauen	baumstark_encyclopaedie_1835-12861-16	lehnert_seehaefen01_1891-4737-54	3.0	0.8295557498931885
abbauen	baumstark_encyclopaedie_1835-3361-21	baumstark_encyclopaedie_1835-3510-14	2.5	0.5549564361572266
abbauen	baumstark_encyclopaedie_1835-3361-21	beck_eisen03_1897-15223-9	4.0	0.8511402606964111
abbauen	baumstark_encyclopaedie_1835-3361-21	beck_eisen03_1897-15224-3	3.5	0.5346742272377014
abbauen	baumstark_encyclopaedie_1835-3361-21	gerstner_mechanik03_1834-7858-11	3.0	0.6019083261489868
abbauen	baumstark_encyclopaedie_1835-3421-18	beck_eisen03_1897-17045-9	2.5	0.7459381818771362
abbauen	baumstark_encyclopaedie_1835-3425-29	beck_eisen02_1895-18933-5	2.5	0.5630800127983093
abbauen	baumstark_encyclopaedie_1835-3425-45	humboldt_gutachten_1838-109-17	2.5	0.6149070858955383
abbauen	baumstark_encyclopaedie_1835-3469-13	beck_eisen03_1897-15223-9	4.0	0.7666686773300171
abbauen	baumstark_encyclopaedie_1835-3469-13	berg_ostasien04_1873-4792-15	2.0	0.4676976799964905
abbauen	baumstark_encyclopaedie_1835-3469-13	humboldt_aequinoktial03_1859-726-26	3.0	0.7398539185523987
abbauen	baumstark_encyclopaedie_1835-3477-40	beck_eisen02_1895-18933-5	3.5	0.3399846851825714
abbauen	baumstark_encyclopaedie_1835-3477-40	humboldt_gutachten_1838-109-17	3.5	0.30417758226394653
abbauen	baumstark_encyclopaedie_1835-3477-6	beck_eisen02_1895-703-21	2.0	0.2529992461204529
abbauen	baumstark_encyclopaedie_1835-3477-6	gerstner_mechanik03_1834-7860-24	2.0	0.34841179847717285
abbauen	baumstark_encyclopaedie_1835-3481-17	beck_eisen02_1895-1381-74	4.0	0.40940529108047485
abbauen	baumstark_encyclopaedie_1835-3510-14	berg_ostasien04_1873-4058-13	3.5	0.5234224200248718
abbauen	baumstark_encyclopaedie_1835-3510-14	quenstedt_mineralogie_1854-11664-6	2.5	0.5655727386474609
abbauen	beck_eisen01_1884-1203-25	humboldt_aequinoktial03_1859-726-26	3.5	0.7805756330490112
abbauen	beck_eisen01_1884-1203-25	peschel_voelkerkunde_1874-3546-43	4.0	0.591457724571228
abbauen	beck_eisen01_1884-8131-33	beck_eisen02_1895-8983-27	4.0	0.9575566053390503
abbauen	beck_eisen02_1895-1004-17	humboldt_aequinoktial02_1859-3475-27	4.0	0.6102640628814697
abbauen	beck_eisen02_1895-13263-28	beck_eisen02_1895-19457-11	4.0	0.7208837270736694
abbauen	beck_eisen02_1895-13263-28	beck_eisen02_1895-8983-27	4.0	0.8406393527984619
abbauen	beck_eisen02_1895-13263-28	berg_ostasien04_1873-4792-15	3.0	0.5189943313598633
abbauen	beck_eisen02_1895-13263-28	humboldt_aequinoktial02_1859-3475-27	4.0	0.7820715308189392
abbauen	beck_eisen02_1895-1381-74	humboldt_bogota_1853-257-34	4.0	0.9050411581993103
abbauen	beck_eisen02_1895-1381-74	humboldt_gutachten_1838-109-17	4.0	0.9361319541931152
abbauen	beck_eisen02_1895-1381-74	quenstedt_mineralogie_1854-11664-6	4.0	0.8050560355186462
abbauen	beck_eisen02_1895-1381-74	quenstedt_mineralogie_1854-14140-32	3.5	0.8997364640235901
abbauen	beck_eisen02_1895-1384-18	beck_eisen03_1897-15223-9	4.0	0.6458021998405457
abbauen	beck_eisen02_1895-18933-5	humboldt_aequinoktial02_1859-3475-27	4.0	0.6679452657699585
abbauen	beck_eisen02_1895-18933-5	humboldt_aequinoktial03_1859-726-26	4.0	0.7059173583984375
abbauen	beck_eisen02_1895-18933-5	quenstedt_mineralogie_1854-11683-34	3.0	0.5128312110900879
abbauen	beck_eisen02_1895-19457-11	beck_eisen03_1897-15223-9	4.0	0.7525529265403748
abbauen	beck_eisen02_1895-19457-11	peschel_voelkerkunde_1874-3546-36	4.0	0.8682490587234497
abbauen	beck_eisen02_1895-703-21	beck_eisen03_1897-15223-9	4.0	0.690253734588623
abbauen	beck_eisen02_1895-703-21	beck_eisen03_1897-17058-5	3.5	0.7018599510192871
abbauen	beck_eisen02_1895-8983-27	humboldt_gutachten_1838-109-17	4.0	0.9676597714424133
abbauen	beck_eisen03_1897-15223-9	humboldt_bogota_1853-257-34	4.0	0.9086393117904663
abbauen	beck_eisen03_1897-15223-9	lehnert_seehaefen01_1891-4737-54	4.0	0.8508846759796143
abbauen	beck_eisen03_1897-15223-9	nn_maehrisches166_1893-368-17	2.0	0.7211416363716125
abbauen	beck_eisen03_1897-15224-3	gerstner_mechanik03_1834-7860-24	2.0	0.6826130151748657
abbauen	berg_ostasien04_1873-4058-13	humboldt_bogota_1853-228-17	3.0	0.40600326657295227
abbauen	berg_ostasien04_1873-4792-15	humboldt_aequinoktial03_1859-726-26	3.0	0.6871340274810791
abbauen	berg_ostasien04_1873-4792-15	peschel_voelkerkunde_1874-3546-36	2.0	0.638498067855835
abbauen	gerstner_mechanik01_1831-5298-15	humboldt_gutachten_1838-109-17	2.0	0.3628930449485779
abbauen	gerstner_mechanik03_1834-8939-9	humboldt_gutachten_1838-109-17	4.0	0.9461455345153809
abbauen	humboldt_aequinoktial02_1859-3475-27	humboldt_aequinoktial03_1859-726-26	3.5	0.8509042263031006
abbauen	humboldt_aequinoktial02_1859-3475-27	humboldt_gutachten_1838-109-17	4.0	0.8425628542900085
abbauen	humboldt_aequinoktial03_1859-726-26	humboldt_gutachten_1838-60-41	2.5	0.7460637092590332
abbauen	humboldt_aequinoktial04_1859-3573-22	humboldt_bogota_1853-257-34	4.0	0.8656842112541199
abbauen	humboldt_bogota_1853-257-34	quenstedt_mineralogie_1854-14158-25	4.0	0.8160967230796814
abbauen	humboldt_gutachten_1838-109-17	peschel_voelkerkunde_1874-3546-36	4.0	0.904983401298523
abbauen	humboldt_gutachten_1838-109-17	peschel_voelkerkunde_1874-3546-43	4.0	0.9040957689285278
abbauen	humboldt_gutachten_1838-60-41	peschel_voelkerkunde_1874-3546-43	4.0	0.8858234882354736
abbauen	2532889X_1953-02-10_01_044.tcf.xml-10-21	26120215_1948_03_05_01_025.tcf.xml-8-27	4.0	0.7667717933654785
abbauen	2532889X_1953-02-10_01_044.tcf.xml-10-21	26120215_1967_07_24_01_017.tcf.xml-11-13	1.0	0.4201893210411072
abbauen	2532889X_1953-02-10_01_044.tcf.xml-10-21	26120215_1976_01_10_01_404.tcf.xml-4-28	4.0	0.5871560573577881
abbauen	2532889X_1953-07-05_01_047.tcf.xml-62-16	2532889X_1982-04-28_01_050.tcf.xml-8-40	4.0	0.7231751084327698
abbauen	2532889X_1953-07-05_01_047.tcf.xml-62-16	26120215_1978_03_18_01_155.tcf.xml-9-13	4.0	0.7479794025421143
abbauen	2532889X_1953-07-05_01_047.tcf.xml-62-16	wanderley_bauconstructionslehre02_1878-4577-74	2.0	0.3912813067436218
abbauen	2532889X_1955-01-08_01_051.tcf.xml-8-26	2532889X_1986-03-08_01_151.tcf.xml-14-10	3.5	0.7080332040786743
abbauen	2532889X_1955-01-08_01_051.tcf.xml-8-26	ledebur_eisenhuettenkunde_1884-5694-22	3.5	0.7956596612930298
abbauen	2532889X_1957-06-27_01_106.tcf.xml-40-20	26120215_1966_08_24_01_105.tcf.xml-13-10	2.0	0.2634952962398529
abbauen	2532889X_1957-06-27_01_106.tcf.xml-40-20	26120215_1978_03_18_01_155.tcf.xml-9-13	3.5	0.8350262641906738
abbauen	2532889X_1957-06-27_01_106.tcf.xml-40-20	26120215_1990_05_03_01_342.tcf.xml-390-28	4.0	0.9392727613449097
abbauen	2532889X_1962-01-24_01_024.tcf.xml-27-17	2532889X_1986-03-08_01_151.tcf.xml-14-10	1.0	0.376910924911499
abbauen	2532889X_1962-01-24_01_024.tcf.xml-27-17	26120215_1978_03_18_01_155.tcf.xml-9-13	1.5	0.22995108366012573
abbauen	2532889X_1962-01-24_01_024.tcf.xml-27-17	goethe_leben01_1811-2459-6	4.0	0.6436797380447388
abbauen	2532889X_1962-01-24_01_024.tcf.xml-27-17	wanderley_bauconstructionslehre02_1878-4577-74	1.5	0.5256280899047852
abbauen	2532889X_1963-05-11_01_043.tcf.xml-39-20	2532889X_1971-12-31_01_016.tcf.xml-9-26	3.0	0.45872026681900024
abbauen	2532889X_1963-05-11_01_043.tcf.xml-39-20	2532889X_1983-05-14_01_107.tcf.xml-29-16	3.0	0.9237532019615173
abbauen	2532889X_1963-05-11_01_043.tcf.xml-39-20	2532889X_1990-10-03_01_102.tcf.xml-3-8	4.0	0.5218185186386108
abbauen	2532889X_1963-05-11_01_043.tcf.xml-39-20	26120215_1972_04_12_01_301.tcf.xml-3-19	4.0	0.9168292880058289
abbauen	2532889X_1963-05-11_01_043.tcf.xml-39-20	ledebur_eisenhuettenkunde_1884-5694-22	2.0	0.3883054852485657
abbauen	2532889X_1963-11-29_01_049.tcf.xml-63-83	2532889X_1966-02-13_01_235.tcf.xml-6-18	2.0	0.330201655626297
abbauen	2532889X_1963-11-29_01_049.tcf.xml-63-83	2532889X_1983-05-14_01_107.tcf.xml-29-16	4.0	0.8222449421882629
abbauen	2532889X_1963-11-29_01_049.tcf.xml-63-83	ledebur_eisenhuettenkunde_1884-5694-22	2.0	0.41910988092422485
abbauen	2532889X_1964-02-06_01_039.tcf.xml-113-15	2532889X_1983-05-14_01_107.tcf.xml-29-16	4.0	0.6910601854324341
abbauen	2532889X_1964-02-06_01_039.tcf.xml-113-15	ledebur_eisenhuettenkunde_1884-5694-22	2.0	0.5612549781799316
abbauen	2532889X_1964-02-06_01_039.tcf.xml-113-15	munzinger_japaner_1898-448-4	1.0	0.48483002185821533
abbauen	2532889X_1964-02-06_01_039.tcf.xml-113-15	polenz_buettnerbauer_1895-6066-22	2.0	0.6214413046836853
abbauen	2532889X_1965-11-13_01_042.tcf.xml-46-32	2532889X_1990-05-16_01_087.tcf.xml-235-35	4.0	0.9365190267562866
abbauen	2532889X_1965-11-13_01_042.tcf.xml-46-32	26120215_1966_08_24_01_105.tcf.xml-13-10	2.0	0.21425238251686096
abbauen	2532889X_1966-02-13_01_235.tcf.xml-6-18	2532889X_1977-11-23_01_174.tcf.xml-33-47	2.0	0.2498989850282669
abbauen	2532889X_1966-02-13_01_235.tcf.xml-6-18	2532889X_1984-03-07_01_115.tcf.xml-22-26	2.0	0.3092971444129944
abbauen	2532889X_1966-02-13_01_235.tcf.xml-6-18	2532889X_1990-08-09_01_135.tcf.xml-199-36	2.0	0.30331873893737793
abbauen	2532889X_1966-02-13_01_235.tcf.xml-6-18	26120215_1948_10_07_01_023.tcf.xml-7-19	2.0	0.31821054220199585
abbauen	2532889X_1966-02-13_01_235.tcf.xml-6-18	26120215_1967_01_05_01_196.tcf.xml-22-17	4.0	0.8551787734031677
abbauen	2532889X_1966-02-13_01_235.tcf.xml-6-18	26120215_1976_01_10_01_404.tcf.xml-4-28	2.0	0.3260887563228607
abbauen	2532889X_1966-02-13_01_235.tcf.xml-6-18	26120215_1977_02_12_01_275.tcf.xml-13-8	4.0	0.8522050380706787
abbauen	2532889X_1966-02-13_01_235.tcf.xml-6-18	26120215_1977_07_21_01_018.tcf.xml-29-26	2.0	0.29404592514038086
abbauen	2532889X_1966-02-13_01_235.tcf.xml-6-18	26120215_1987_11_19_01_144.tcf.xml-14-13	4.0	0.6671575307846069
abbauen	2532889X_1966-02-13_01_235.tcf.xml-6-18	goethe_leben01_1811-2459-6	1.0	0.7667368650436401
abbauen	2532889X_1966-02-13_01_235.tcf.xml-6-18	ledebur_eisenhuettenkunde_1884-1403-11	4.0	0.834884524345398
abbauen	2532889X_1966-02-13_01_235.tcf.xml-6-18	wanderley_bauconstructionslehre01_1877-3217-23	4.0	0.9486386179924011
abbauen	2532889X_1967-08-09_01_025.tcf.xml-9-30	26120215_1978_03_18_01_155.tcf.xml-9-13	3.0	0.8480410575866699
abbauen	2532889X_1967-08-09_01_025.tcf.xml-9-30	26120215_1990_05_03_01_342.tcf.xml-390-28	4.0	0.8808494806289673
abbauen	2532889X_1967-08-09_01_025.tcf.xml-9-30	ledebur_eisenhuettenkunde_1884-5694-22	2.0	0.3477291464805603
abbauen	2532889X_1967-08-11_01_126.tcf.xml-17-29	2532889X_1983-05-14_01_107.tcf.xml-29-16	3.0	0.45279043912887573
abbauen	2532889X_1967-09-06_01_168.tcf.xml-11-39	2532889X_1983-05-14_01_107.tcf.xml-29-16	4.0	0.8354790210723877
abbauen	2532889X_1967-09-06_01_168.tcf.xml-11-39	26120215_1976_01_10_01_404.tcf.xml-4-28	4.0	0.6787758469581604
abbauen	2532889X_1967-09-06_01_168.tcf.xml-11-39	26120215_1977_12_24_01_142.tcf.xml-27-41	2.0	0.38909855484962463
abbauen	2532889X_1967-09-06_01_168.tcf.xml-11-39	ledebur_eisenhuettenkunde_1884-5694-22	2.0	0.3726148009300232
abbauen	2532889X_1967-11-18_01_301.tcf.xml-5-9	2532889X_1983-05-14_01_107.tcf.xml-29-16	2.0	0.33400046825408936
abbauen	2532889X_1967-11-18_01_301.tcf.xml-5-9	26120215_1951_03_06_01_203.tcf.xml-16-13	2.0	0.28117361664772034
abbauen	2532889X_1968-09-17_01_189.tcf.xml-60-35	2532889X_1984-03-07_01_115.tcf.xml-22-26	4.0	0.8511344790458679
abbauen	2532889X_1968-09-17_01_189.tcf.xml-60-35	26120215_1966_08_24_01_105.tcf.xml-13-10	2.0	0.23223961889743805
abbauen	2532889X_1969-01-05_01_148.tcf.xml-10-22	26120215_1966_08_24_01_105.tcf.xml-13-10	2.0	0.2247067391872406
abbauen	2532889X_1969-01-05_01_148.tcf.xml-10-22	menzel_maurer_1847-4283-17	2.0	0.4110858738422394
abbauen	2532889X_1969-01-05_01_148.tcf.xml-10-22	menzel_maurer_1847-4284-5	2.0	0.4292622208595276
abbauen	2532889X_1969-01-05_01_148.tcf.xml-10-22	polenz_buettnerbauer_1895-6066-22	2.0	0.45581918954849243
abbauen	2532889X_1970-03-28_01_281.tcf.xml-19-10	ledebur_eisenhuettenkunde_1884-5694-22	3.5	0.5760538578033447
abbauen	2532889X_1970-05-01_01_201.tcf.xml-20-25	2532889X_1983-05-14_01_107.tcf.xml-29-16	4.0	0.9569147825241089
abbauen	2532889X_1970-05-01_01_201.tcf.xml-20-25	2532889X_1984-03-07_01_115.tcf.xml-22-26	4.0	0.9309654235839844
abbauen	2532889X_1970-05-01_01_201.tcf.xml-20-25	wanderley_bauconstructionslehre02_1878-4577-74	2.0	0.3697836399078369
abbauen	2532889X_1971-12-31_01_016.tcf.xml-9-26	2532889X_1977-07-23_01_321.tcf.xml-3-11	1.0	0.3112124800682068
abbauen	2532889X_1971-12-31_01_016.tcf.xml-9-26	26120215_1967_08_12_01_019.tcf.xml-5-30	4.0	0.5063726902008057
abbauen	2532889X_1971-12-31_01_016.tcf.xml-9-26	26120215_1973_03_06_01_146.tcf.xml-54-10	3.0	0.44159314036369324
abbauen	2532889X_1971-12-31_01_016.tcf.xml-9-26	26120215_1978_03_18_01_155.tcf.xml-9-13	3.0	0.409869521856308
abbauen	2532889X_1971-12-31_01_016.tcf.xml-9-26	dickens_weihnachtsabend_1844-903-11	1.0	0.25366032123565674
abbauen	2532889X_1971-12-31_01_016.tcf.xml-9-26	ledebur_eisenhuettenkunde_1884-5694-22	2.0	0.37603282928466797
abbauen	2532889X_1971-12-31_01_016.tcf.xml-9-26	menzel_maurer_1847-5350-32	1.0	0.25309211015701294
abbauen	2532889X_1971-12-31_01_016.tcf.xml-9-26	silberer_traber_1883-600-30	2.0	0.1536676585674286
abbauen	2532889X_1974-06-08_01_216.tcf.xml-15-20	26120215_1966_08_24_01_105.tcf.xml-13-10	4.0	0.8650693893432617
abbauen	2532889X_1974-06-08_01_216.tcf.xml-15-20	26120215_1978_03_18_01_155.tcf.xml-9-13	2.0	0.2660420536994934
abbauen	2532889X_1974-07-30_01_113.tcf.xml-14-25	26120215_1966_08_24_01_105.tcf.xml-13-10	2.0	0.1756305694580078
abbauen	2532889X_1974-07-30_01_113.tcf.xml-14-25	26120215_1978_03_18_01_155.tcf.xml-9-13	4.0	0.9174835681915283
abbauen	2532889X_1974-07-30_01_113.tcf.xml-14-25	26120215_1990_05_03_01_342.tcf.xml-390-28	4.0	0.8900102376937866
