lemma	identifier1	identifier2	judgment	mapped_label	cosine_similarity
beimischen	2532889X_1975-03-15_01_345.tcf.xml-3-13	kerner_besessene_1834-57-42	2.0	2	0.4183170795440674
beimischen	2532889X_1976-11-06_01_441.tcf.xml-5-33	davidis_kochbuch_1879-4828-10	3.0	4	0.7990017533302307
beimischen	2532889X_1976-12-18_01_347.tcf.xml-28-9	ganswindt_faerberei_1889-4093-58	4.0	4	0.8855103254318237
beimischen	2532889X_1976-12-18_01_347.tcf.xml-28-9	treviranus_biologie04_1814-3613-34	4.0	4	0.8746351599693298
beimischen	2532889X_1977-01-15_01_259.tcf.xml-27-19	2532889X_1980-03-22_01_047.tcf.xml-31-13	2.0	3	0.6909956336021423
beimischen	2532889X_1977-01-15_01_259.tcf.xml-27-19	blumenbach_naturgeschichte_1803-10422-20	4.0	4	0.8993095755577087
beimischen	2532889X_1977-01-15_01_259.tcf.xml-27-19	rein_japan02_1886-8695-9	4.0	4	0.9518569707870483
beimischen	2532889X_1977-06-18_01_206.tcf.xml-24-14	carus_zoologie_1872-8569-21	2.0	3	0.6479385495185852
beimischen	2532889X_1977-06-18_01_206.tcf.xml-24-14	thaer_landwirthschaft02_1810-4128-7	2.0	4	0.8338688611984253
beimischen	2532889X_1979-12-01_01_372.tcf.xml-20-11	26120215_1983_04_29_01_058.tcf.xml-15-44	2.0	3	0.6277045607566833
beimischen	2532889X_1979-12-01_01_372.tcf.xml-20-11	baer_thiere_1837-628-11	4.0	4	0.9497188329696655
beimischen	2532889X_1980-03-22_01_047.tcf.xml-31-13	2532889X_1981-08-31_01_039.tcf.xml-5-9	2.0	3	0.6922509670257568
beimischen	2532889X_1980-03-22_01_047.tcf.xml-31-13	2532889X_1981-12-24_01_235.tcf.xml-2-27	3.0	3	0.674396812915802
beimischen	2532889X_1980-03-22_01_047.tcf.xml-31-13	26120215_1983_04_29_01_058.tcf.xml-15-44	4.0	3	0.7287673950195312
beimischen	2532889X_1980-03-22_01_047.tcf.xml-31-13	berlin_wortblindheit_1887-514-41	3.0	4	0.9072247743606567
beimischen	2532889X_1980-03-22_01_047.tcf.xml-31-13	brandes_naturlehre03_1832-4092-50	2.0	3	0.5746642351150513
beimischen	2532889X_1980-03-22_01_047.tcf.xml-31-13	rein_japan02_1886-8695-9	2.0	3	0.6319267153739929
beimischen	2532889X_1980-03-22_01_047.tcf.xml-31-13	thaer_landwirthschaft02_1810-2338-10	3.0	3	0.6750922799110413
beimischen	2532889X_1980-03-22_01_047.tcf.xml-31-13	thaer_landwirthschaft02_1810-4128-7	2.0	4	0.9227637052536011
beimischen	2532889X_1980-03-22_01_047.tcf.xml-31-13	tieck_phantasus03_1816-4006-29	4.0	4	0.7611286640167236
beimischen	2532889X_1980-03-22_01_047.tcf.xml-31-13	virchow_cellularpathologie_1858-1824-33	2.0	3	0.5730246305465698
beimischen	2532889X_1980-05-21_01_201.tcf.xml-16-17	berlin_wortblindheit_1887-514-41	2.0	3	0.6104989051818848
beimischen	2532889X_1981-08-31_01_039.tcf.xml-5-9	26120215_1951_12_07_01_031.tcf.xml-42-17	2.0	3	0.5912497043609619
beimischen	2532889X_1981-08-31_01_039.tcf.xml-5-9	26120215_1978_11_23_01_103.tcf.xml-28-9	2.0	4	0.8508899211883545
beimischen	2532889X_1981-08-31_01_039.tcf.xml-5-9	brehm_thierleben05_1869-10343-40	2.0	4	0.8917155265808105
beimischen	2532889X_1981-08-31_01_039.tcf.xml-5-9	virchow_cellularpathologie_1858-1824-33	4.0	4	0.7780922055244446
beimischen	2532889X_1981-12-24_01_235.tcf.xml-2-27	2532889X_1987-01-31_01_228.tcf.xml-4-3	4.0	4	0.9470500946044922
beimischen	2532889X_1981-12-24_01_235.tcf.xml-2-27	26120215_1963_01_09_01_261.tcf.xml-25-17	3.0	2	0.5604966878890991
beimischen	2532889X_1981-12-24_01_235.tcf.xml-2-27	26120215_1982_02_19_01_093.tcf.xml-16-24	4.0	4	0.940622091293335
beimischen	2532889X_1981-12-24_01_235.tcf.xml-2-27	26120215_1987_04_06_01_172.tcf.xml-46-23	4.0	4	0.9654582738876343
beimischen	2532889X_1981-12-24_01_235.tcf.xml-2-27	26120215_1987_07_18_01_227.tcf.xml-10-13	4.0	4	0.9571462273597717
beimischen	2532889X_1981-12-24_01_235.tcf.xml-2-27	davidis_kochbuch_1879-4828-10	4.0	4	0.9016590118408203
beimischen	2532889X_1981-12-24_01_235.tcf.xml-2-27	humboldt_kosmos02_1847-46-10	3.0	3	0.7099025249481201
beimischen	2532889X_1981-12-24_01_235.tcf.xml-2-27	ludwig_physiologie02_1856-337-18	4.0	4	0.9657816886901855
beimischen	2532889X_1981-12-24_01_235.tcf.xml-2-27	schlegel_indier_1808-506-26	2.0	3	0.5830726623535156
beimischen	2532889X_1983-04-26_01_073.tcf.xml-18-27	brandes_naturlehre03_1832-4092-50	2.0	1	0.2952667772769928
beimischen	2532889X_1983-04-26_01_073.tcf.xml-18-27	humboldt_kosmos02_1847-31-30	3.0	4	0.7627621293067932
beimischen	2532889X_1983-04-26_01_073.tcf.xml-18-27	varnhagen_rahel03_1834-8813-27	4.0	3	0.6843591332435608
beimischen	2532889X_1983-05-07_01_416.tcf.xml-36-15	treviranus_biologie04_1814-3613-34	4.0	4	0.8168583512306213
beimischen	2532889X_1983-05-28_01_175.tcf.xml-5-16	26120215_1963_01_09_01_261.tcf.xml-25-17	3.0	2	0.5293005704879761
beimischen	2532889X_1983-05-28_01_175.tcf.xml-5-16	26120215_1969_10_22_01_282.tcf.xml-42-8	2.0	2	0.5295101404190063
beimischen	2532889X_1983-05-28_01_175.tcf.xml-5-16	26120215_1984_09_17_01_198.tcf.xml-6-29	3.0	4	0.7813618183135986
beimischen	2532889X_1983-05-28_01_175.tcf.xml-5-16	berlin_wortblindheit_1887-514-41	2.0	3	0.615044116973877
beimischen	2532889X_1987-01-31_01_228.tcf.xml-4-3	virchow_cellularpathologie_1858-1824-33	3.0	4	0.7628837823867798
beimischen	2532889X_1987-07-11_01_206.tcf.xml-12-11	26120215_1963_01_09_01_261.tcf.xml-25-17	2.0	2	0.5193833708763123
beimischen	2532889X_1990-08-25_01_345.tcf.xml-26-6	bechstein_dunkelgraf_1854-2010-62	2.0	3	0.614149808883667
beimischen	26120215_1948_07_18_01_163.tcf.xml-17-10	brehm_thierleben03_1866-17770-13	2.0	3	0.590013861656189
beimischen	26120215_1948_07_18_01_163.tcf.xml-17-10	humboldt_sprachbau_1826-23-31	2.0	2	0.4882757067680359
beimischen	26120215_1950_01_28_01_013.tcf.xml-8-19	26120215_1953_02_15_01_311.tcf.xml-5-8	4.0	4	0.8728333711624146
beimischen	26120215_1950_08_03_01_037.tcf.xml-25-26	altmann_elementarorganismen_1890-948-45	2.0	3	0.7088280916213989
beimischen	26120215_1950_08_03_01_037.tcf.xml-25-26	brehm_thierleben03_1866-3590-8	3.0	4	0.7638277411460876
beimischen	26120215_1950_08_03_01_037.tcf.xml-25-26	carus_zoologie_1872-1301-26	4.0	4	0.9056072235107422
beimischen	26120215_1951_12_07_01_031.tcf.xml-42-17	griesinger_psychische_1845-467-38	3.0	4	0.8950057625770569
beimischen	26120215_1951_12_07_01_031.tcf.xml-42-17	thaer_landwirthschaft02_1810-4587-16	2.0	3	0.5941214561462402
beimischen	26120215_1951_12_07_01_031.tcf.xml-42-17	virchow_cellularpathologie_1858-1824-33	2.0	2	0.5481318235397339
beimischen	26120215_1953_02_15_01_311.tcf.xml-5-8	samter_erfindungen_1896-8247-7	4.0	4	0.955810546875
beimischen	26120215_1953_02_15_01_311.tcf.xml-5-8	thaer_landwirthschaft02_1810-4587-16	4.0	4	0.7523735761642456
beimischen	26120215_1953_08_13_01_093.tcf.xml-16-8	berlin_wortblindheit_1887-514-41	2.0	3	0.6767026782035828
beimischen	26120215_1953_08_13_01_093.tcf.xml-16-8	schlegel_indier_1808-506-26	2.0	3	0.6173801422119141
beimischen	26120215_1954_03_24_01_165.tcf.xml-7-15	26120215_1969_10_22_01_282.tcf.xml-42-8	2.0	2	0.4459189474582672
beimischen	26120215_1955_03_27_02_227.tcf.xml-9-20	virchow_cellularpathologie_1858-1824-33	2.0	3	0.5957335829734802
beimischen	26120215_1956_01_31_01_006.tcf.xml-3-19	26120215_1963_01_09_01_261.tcf.xml-25-17	2.0	3	0.5747658014297485
beimischen	26120215_1960_08_31_01_037.tcf.xml-19-29	26120215_1969_10_22_01_282.tcf.xml-42-8	2.0	2	0.5419142246246338
beimischen	26120215_1963_01_09_01_261.tcf.xml-25-17	altmann_elementarorganismen_1890-948-45	3.0	3	0.7394047975540161
beimischen	26120215_1963_01_09_01_261.tcf.xml-25-17	berlin_wortblindheit_1887-514-41	3.0	4	0.9125078320503235
beimischen	26120215_1963_01_09_01_261.tcf.xml-25-17	humboldt_kosmos02_1847-46-10	3.0	4	0.8946513533592224
beimischen	26120215_1963_01_09_01_261.tcf.xml-25-17	thaer_landwirthschaft02_1810-4587-16	2.0	3	0.6111693382263184
beimischen	26120215_1966_01_30_01_221.tcf.xml-22-13	thaer_landwirthschaft02_1810-4587-16	4.0	3	0.6833558678627014
beimischen	26120215_1968_06_09_01_054.tcf.xml-20-18	burckhardt_renaissance_1860-1551-33	2.0	2	0.5083802938461304
beimischen	26120215_1969_10_22_01_282.tcf.xml-42-8	ganswindt_faerberei_1889-4093-58	2.0	3	0.6307249665260315
beimischen	26120215_1972_10_28_01_379.tcf.xml-3-12	altmann_elementarorganismen_1890-948-45	4.0	4	0.9422146677970886
beimischen	26120215_1973_01_14_01_255.tcf.xml-17-33	menzel_maurer_1847-913-19	4.0	4	0.9157055020332336
beimischen	26120215_1980_01_12_01_521.tcf.xml-11-14	26120215_1987_07_18_01_227.tcf.xml-10-13	4.0	4	0.9821199178695679
beimischen	26120215_1980_01_12_01_521.tcf.xml-11-14	liebig_agricultur_1840-633-25	4.0	4	0.9416553974151611
beimischen	26120215_1983_02_15_01_261.tcf.xml-9-12	rein_japan02_1886-8695-9	4.0	4	0.9220864176750183
beimischen	26120215_1983_02_15_01_261.tcf.xml-9-12	treviranus_biologie04_1814-3613-34	4.0	4	0.8810662627220154
beimischen	26120215_1987_07_18_01_227.tcf.xml-10-13	brandes_naturlehre03_1832-4092-45	4.0	4	0.9107595682144165
beimischen	26120215_1987_07_18_01_227.tcf.xml-10-13	brehm_thierleben03_1866-3590-8	2.0	4	0.8345708250999451
beimischen	26120215_1987_07_18_01_227.tcf.xml-10-13	nietzsche_tragoedie_1872-84-15	2.0	1	0.3019344210624695
beimischen	26120215_1988_10_08_01_065.tcf.xml-10-11	rein_japan02_1886-8695-9	3.0	3	0.6301774978637695
beimischen	26120215_1990_02_09_01_168.tcf.xml-8-9	davidis_kochbuch_1879-4828-10	4.0	4	0.8331460952758789
beimischen	altmann_elementarorganismen_1890-948-45	humboldt_sprachbau_1826-23-31	2.0	3	0.6409318447113037
beimischen	baumstark_encyclopaedie_1835-9798-21	davidis_kochbuch_1879-4828-10	4.0	4	0.8590731024742126
beimischen	bechstein_dunkelgraf_1854-2010-62	thaer_landwirthschaft02_1810-4587-16	3.0	3	0.6744246482849121
beimischen	beck_eisen03_1897-1018-26	humboldt_kosmos02_1847-4630-16	4.0	4	0.946736216545105
beimischen	beck_eisen03_1897-1018-26	varnhagen_rahel03_1834-8813-27	2.0	4	0.8313661813735962
beimischen	beck_eisen03_1897-7977-40	menzel_maurer_1847-913-19	4.0	4	0.8124890923500061
beimischen	berlepsch_alpen_1861-1844-31	thaer_landwirthschaft02_1810-4587-16	4.0	4	0.7633050084114075
beimischen	berlin_wortblindheit_1887-514-41	davidis_kochbuch_1879-4828-10	3.0	2	0.5277391076087952
beimischen	berlin_wortblindheit_1887-514-41	quenstedt_mineralogie_1854-14836-26	2.0	4	0.7509477138519287
beimischen	berlin_wortblindheit_1887-514-41	thaer_landwirthschaft02_1810-2338-10	3.0	3	0.680862545967102
beimischen	berlin_wortblindheit_1887-514-41	thaer_landwirthschaft02_1810-4587-16	3.0	3	0.6948617696762085
beimischen	blumenbach_naturgeschichte_1815-11061-23	menzel_maurer_1847-913-19	4.0	4	0.8005552291870117
beimischen	brandes_naturlehre03_1832-4092-50	heine_reisebilder02_1827-189-11	2.0	2	0.34646254777908325
beimischen	brandes_naturlehre03_1832-4092-50	niethammer_philantropinismus_1808-557-37	2.0	2	0.5546337962150574
beimischen	brandes_naturlehre03_1832-4092-50	rein_japan02_1886-8695-9	4.0	4	0.9514811038970947
beimischen	brehm_thierleben03_1866-17770-13	humboldt_kosmos02_1847-70-39	3.0	3	0.7333715558052063
beimischen	brehm_thierleben03_1866-3590-8	davidis_kochbuch_1879-4828-10	2.0	3	0.6944929361343384
beimischen	brehm_thierleben03_1866-3590-8	nietzsche_tragoedie_1872-84-15	3.0	2	0.43232983350753784
beimischen	brehm_thierleben03_1866-3590-8	virchow_cellularpathologie_1858-1824-33	2.0	3	0.6063395142555237
beimischen	brehm_thierleben05_1869-10343-40	davidis_kochbuch_1879-4828-10	2.0	4	0.8061908483505249
beimischen	brehm_thierleben05_1869-10343-40	niebuhr_roemische02_1812-1658-38	3.0	3	0.6804125905036926
beimischen	brehm_thierleben05_1869-10343-40	quenstedt_mineralogie_1854-6955-31	2.0	4	0.8953412175178528
beimischen	burckhardt_renaissance_1860-1551-33	thaer_landwirthschaft02_1810-4587-16	4.0	3	0.6320842504501343
beimischen	carus_zoologie_1872-8569-21	rein_japan02_1886-8695-9	3.0	3	0.7446310520172119
beimischen	davidis_kochbuch_1879-4828-10	griesinger_psychische_1845-467-38	2.0	2	0.40245339274406433
beimischen	davidis_kochbuch_1879-4828-10	vischer_aesthetik030203_1854-2658-32	2.0	2	0.3894304931163788
beimischen	dilthey_poetik_1887-1756-18	rein_japan02_1886-8695-9	2.0	2	0.47066617012023926
beimischen	gerstner_mechanik02_1832-1170-26	thaer_landwirthschaft02_1810-4587-16	4.0	3	0.7357387542724609
beimischen	griesinger_psychische_1845-470-35	humboldt_sprachbau_1826-23-31	4.0	4	0.8572511076927185
beimischen	heine_reisebilder02_1827-189-11	thaer_landwirthschaft02_1810-4648-21	2.0	2	0.45506536960601807
beimischen	heine_reisebilder02_1827-189-11	virchow_cellularpathologie_1858-1824-33	2.0	3	0.5980168581008911
beimischen	humboldt_kosmos02_1847-46-10	menzel_maurer_1847-1134-17	3.0	3	0.7190232276916504
beimischen	humboldt_kosmos02_1847-46-10	menzel_maurer_1847-2180-20	2.0	3	0.609660267829895
beimischen	humboldt_kosmos02_1847-46-10	menzel_maurer_1847-913-19	2.0	3	0.6794566512107849
beimischen	humboldt_kosmos02_1847-70-39	rein_japan02_1886-8695-9	2.0	3	0.6570082902908325
beimischen	humboldt_sprachbau_1826-23-31	pueckler_briefe04_1831-1033-15	4.0	4	0.8133879899978638
beimischen	immermann_muenchhausen01_1838-2398-13	thaer_landwirthschaft02_1810-2338-10	2.0	2	0.4492253363132477
beimischen	kerner_besessene_1834-57-42	thaer_landwirthschaft02_1810-4587-16	2.0	2	0.4992390275001526
beimischen	liebig_agricultur_1840-1095-23	marx_kapital01_1867-3784-29	4.0	4	0.9209982752799988
beimischen	marx_kapital01_1867-3784-29	menzel_maurer_1847-913-19	4.0	4	0.915040910243988
beimischen	menzel_maurer_1847-913-19	varnhagen_rahel03_1834-8813-27	2.0	4	0.8170335292816162
beimischen	niebuhr_roemische02_1812-1658-38	schlegel_indier_1808-506-26	3.0	3	0.6908986568450928
beimischen	niebuhr_roemische02_1812-1658-38	vischer_aesthetik030203_1854-2658-32	3.0	3	0.7439364790916443
beimischen	niethammer_philantropinismus_1808-557-37	varnhagen_rahel03_1834-8813-27	4.0	4	0.9016708731651306
beimischen	quenstedt_mineralogie_1854-8408-25	thaer_landwirthschaft02_1810-4587-16	4.0	4	0.9359670877456665
beimischen	rein_japan02_1886-8695-9	schlegel_indier_1808-506-26	2.0	3	0.6264404654502869
beimischen	rein_japan02_1886-8695-9	thaer_landwirthschaft02_1810-4128-7	3.0	4	0.776267409324646
beimischen	thaer_landwirthschaft02_1810-1490-6	thaer_landwirthschaft02_1810-4587-16	4.0	4	0.9096381664276123
Dynamik	2532889X_1953-11-26_01_062.tcf.xml-51-15	clausewitz_krieg03_1834-1102-43	1.0	2	0.5351742506027222
Dynamik	2532889X_1953-11-26_01_062.tcf.xml-51-15	reil_curmethode_1803-1433-23	2.0	2	0.48997631669044495
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1972-07-16_01_136.tcf.xml-17-12	3.0	3	0.6045501232147217
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1976-07-01_01_039.tcf.xml-9-12	2.0	2	0.4333631098270416
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1976-10-19_01_219.tcf.xml-6-10	2.0	1	0.22871726751327515
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1978-10-03_01_042.tcf.xml-5-11	2.0	2	0.4193792939186096
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1986-10-02_01_059.tcf.xml-25-5	2.0	1	0.2616594433784485
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1986-11-07_01_041.tcf.xml-221-12	2.0	2	0.35948896408081055
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1987-10-08_01_011.tcf.xml-31-2	2.0	2	0.46455878019332886
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1989-06-19_01_034.tcf.xml-28-20	2.0	2	0.4190536141395569
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	2532889X_1989-07-31_01_041.tcf.xml-5-24	2.0	1	0.2976583242416382
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	26120215_1969_02_18_01_190.tcf.xml-17-7	2.0	2	0.560941219329834
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	26120215_1973_03_11_01_405.tcf.xml-74-15	2.0	1	0.3252990245819092
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	26120215_1975_06_07_01_229.tcf.xml-7-29	2.0	3	0.7224761247634888
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	26120215_1981_10_15_01_319.tcf.xml-5-5	2.0	2	0.36002659797668457
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	26120215_1984_11_17_01_007.tcf.xml-36-19	2.0	2	0.3862674832344055
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	26120215_1986_11_28_01_133.tcf.xml-62-48	2.0	2	0.4514079689979553
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	26120215_1987_08_04_01_018.tcf.xml-14-23	2.0	2	0.37177222967147827
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	26120215_1989_02_04_01_024.tcf.xml-10-4	2.0	2	0.4632434844970703
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	boltzmann_gastheorie02_1898-1046-4	3.0	3	0.749012291431427
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	borinski_poetik_1895-983-4	2.0	3	0.6507794260978699
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	clausewitz_krieg03_1834-1102-43	4.0	4	0.7778482437133789
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	gerstner_mechanik02_1832-4549-7	3.0	3	0.746181845664978
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	hoff_atome_1877-75-13	4.0	4	0.8776934742927551
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	mach_mechanik_1883-2785-4	2.0	3	0.5694748163223267
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	mach_mechanik_1883-3732-58	3.0	3	0.7345317006111145
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	mach_mechanik_1883-5353-2	3.0	4	0.7828338146209717
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	reil_curmethode_1803-1433-23	2.0	3	0.631799578666687
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	reil_curmethode_1803-2175-20	3.0	2	0.5342704057693481
Dynamik	2532889X_1957-09-04_01_013.tcf.xml-8-24	wundt_medizinische_1867-1046-1	4.0	4	0.7924331426620483
Dynamik	2532889X_1958-11-18_01_020.tcf.xml-50-2	2532889X_1968-03-03_01_318.tcf.xml-140-5	2.0	2	0.40264707803726196
Dynamik	2532889X_1958-11-18_01_020.tcf.xml-50-2	vischer_aesthetik030204_1857-258-50	2.0	4	0.7499485015869141
Dynamik	2532889X_1959-09-08_01_087.tcf.xml-105-1	2532889X_1968-03-03_01_318.tcf.xml-140-5	2.0	3	0.5784464478492737
Dynamik	2532889X_1959-09-08_01_087.tcf.xml-105-1	26120215_1990_12_15_01_738.tcf.xml-7-13	3.0	3	0.644912838935852
Dynamik	2532889X_1959-09-08_01_087.tcf.xml-105-1	reil_curmethode_1803-2800-7	3.0	3	0.6631856560707092
Dynamik	2532889X_1965-07-20_01_154.tcf.xml-23-1	2532889X_1966-03-29_01_056.tcf.xml-3-9	4.0	4	0.8907095193862915
Dynamik	2532889X_1965-07-20_01_154.tcf.xml-23-1	2532889X_1982-06-12_01_265.tcf.xml-19-35	2.0	2	0.5313048958778381
Dynamik	2532889X_1965-07-20_01_154.tcf.xml-23-1	2532889X_1986-02-26_01_014.tcf.xml-168-16	4.0	4	0.9254288673400879
Dynamik	2532889X_1965-07-20_01_154.tcf.xml-23-1	26120215_1981_10_15_01_319.tcf.xml-5-5	3.0	4	0.8713983297348022
Dynamik	2532889X_1965-07-20_01_154.tcf.xml-23-1	26120215_1983_07_23_01_130.tcf.xml-23-18	3.0	2	0.48748767375946045
Dynamik	2532889X_1965-07-20_01_154.tcf.xml-23-1	26120215_1985_01_15_01_005.tcf.xml-21-33	4.0	4	0.9266111254692078
Dynamik	2532889X_1965-07-20_01_154.tcf.xml-23-1	gerstner_mechanik01_1831-1982-2	2.0	2	0.3702222406864166
Dynamik	2532889X_1965-07-20_01_154.tcf.xml-23-1	lorinser_branntweinpest_1845-486-29	3.0	4	0.7751347422599792
Dynamik	2532889X_1965-07-20_01_154.tcf.xml-23-1	reil_curmethode_1803-1290-37	2.0	3	0.621675968170166
Dynamik	2532889X_1965-07-20_01_154.tcf.xml-23-1	reil_curmethode_1803-2363-36	2.0	3	0.6203338503837585
Dynamik	2532889X_1965-07-20_01_154.tcf.xml-23-1	vischer_aesthetik030204_1857-258-50	2.0	3	0.5924357175827026
Dynamik	2532889X_1966-03-29_01_056.tcf.xml-3-9	clausewitz_krieg03_1834-1102-43	2.0	3	0.7266805768013
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	2532889X_1976-01-20_01_067.tcf.xml-13-13	2.0	3	0.6270804405212402
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	2532889X_1976-05-11_01_008.tcf.xml-5-4	2.0	2	0.4924522638320923
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	2532889X_1976-05-21_01_087.tcf.xml-148-17	2.0	3	0.5643072128295898
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	2532889X_1981-10-16_01_005.tcf.xml-5-5	2.0	1	0.3163298964500427
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	2532889X_1986-02-26_01_014.tcf.xml-169-4	2.0	2	0.4864020049571991
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	2532889X_1986-03-06_01_046.tcf.xml-65-34	2.0	2	0.44890064001083374
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	2532889X_1986-06-06_01_050.tcf.xml-14-11	2.0	2	0.4727023243904114
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	2532889X_1986-11-22_01_058.tcf.xml-151-8	2.0	2	0.4596000015735626
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	2532889X_1987-02-10_01_115.tcf.xml-5-29	2.0	2	0.44872286915779114
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	2532889X_1988-12-17_01_389.tcf.xml-4-26	2.0	2	0.5040156841278076
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	2532889X_1989-03-02_01_065.tcf.xml-6-4	2.0	2	0.5035343170166016
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	2532889X_1989-10-28_01_142.tcf.xml-66-14	2.0	2	0.37427905201911926
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	26120215_1982_04_07_01_294.tcf.xml-38-15	2.0	2	0.37753716111183167
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	26120215_1986_03_04_01_009.tcf.xml-16-13	2.0	2	0.44242262840270996
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	26120215_1989_05_19_01_015.tcf.xml-31-35	2.0	2	0.3705717623233795
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	boltzmann_gastheorie02_1898-2150-15	4.0	3	0.614639401435852
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	clausewitz_krieg03_1834-1102-43	3.0	4	0.7708679437637329
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	humboldt_kosmos03_1850-1596-19	4.0	3	0.6457680463790894
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	mach_mechanik_1883-1001-7	4.0	4	0.8139066696166992
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	mach_mechanik_1883-1546-10	4.0	3	0.7462024688720703
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	mach_mechanik_1883-2986-24	3.0	3	0.717225193977356
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	mach_mechanik_1883-4009-20	4.0	4	0.7667340040206909
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	mach_mechanik_1883-4836-3	4.0	3	0.6247001886367798
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	mach_mechanik_1883-601-16	3.0	2	0.5044448375701904
Dynamik	2532889X_1968-03-03_01_318.tcf.xml-140-5	mach_mechanik_1883-718-34	4.0	4	0.7821207046508789
Dynamik	2532889X_1968-08-21_01_153.tcf.xml-6-2	clausewitz_krieg03_1834-1102-43	2.0	3	0.7337486743927002
Dynamik	2532889X_1968-08-21_01_153.tcf.xml-6-2	nietzsche_tragoedie_1872-81-14	2.0	2	0.5598450899124146
Dynamik	2532889X_1969-09-03_01_021.tcf.xml-31-16	2532889X_1974-12-15_01_163.tcf.xml-76-16	4.0	4	0.9330294132232666
Dynamik	2532889X_1969-10-18_01_274.tcf.xml-8-39	26120215_1989_05_19_01_015.tcf.xml-31-35	3.0	3	0.7158652544021606
Dynamik	2532889X_1972-07-16_01_136.tcf.xml-17-12	26120215_1990_12_15_01_738.tcf.xml-7-13	2.0	3	0.6183823347091675
Dynamik	2532889X_1972-07-16_01_136.tcf.xml-17-12	vischer_aesthetik030204_1857-486-40	3.0	4	0.7763013243675232
Dynamik	2532889X_1972-12-03_01_178.tcf.xml-19-8	clausewitz_krieg03_1834-1102-43	2.0	4	0.8025250434875488
Dynamik	2532889X_1974-12-15_01_163.tcf.xml-76-16	2532889X_1976-01-20_01_067.tcf.xml-13-13	4.0	4	0.833824634552002
Dynamik	2532889X_1974-12-15_01_163.tcf.xml-76-16	2532889X_1978-01-21_01_014.tcf.xml-16-14	3.0	3	0.6506823301315308
Dynamik	2532889X_1974-12-15_01_163.tcf.xml-76-16	2532889X_1987-10-08_01_011.tcf.xml-31-2	4.0	4	0.894094705581665
Dynamik	2532889X_1975-04-14_01_175.tcf.xml-4-6	26120215_1985_06_28_01_149.tcf.xml-11-36	3.0	4	0.7603479623794556
