lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized	context_pos
stroke_vb	vvd	1857	1	fic_1857_9075.txt-3832-35	 	Both Harry and the groom were ready to submit their difference to him, and even Mad Sallie was soothed into quietness by his voice and hand, as he spoke gently to her and stroked her mane while he critically examined every point of the harness. "	171:178	0:246	Both Harry and the groom were ready to submit their difference to him , and even Mad Sallie was soothed into quietness by his voice and hand , as he spoke gently to her and stroked her mane while he critically examined every point of the harness . "	35	0:49	both harry and the groom be ready to submit their difference to him , and even mad sallie be soothe into quietness by his voice and hand , as he speak gently to her and stroke her mane while he critically examine every point of the harness . "	db2_rr np1 cc at nn1 vbdr jj_rr@ to vvi appge nn1 ii ppho1 y cc rr jj np1_nn1@ vbdz vvn ii nn1 ii appge nn1 cc nn1 y csa pphs1 vvd rr ii ppho1 cc vvd appge nn1 cs pphs1 rr vvn_vvd at1 nn1 io at nn1 y "
stroke_vb	vv0_nn1	1858	1	fic_1858_9231.txt-4046-3	 	For this lightning stroke that hath scathed him, for the blight and blackening of all earthly hope, what we call language hath no tint nor pencil. "	19:25	0:148	For this lightning stroke that hath scathed him , for the blight and blackening of all earthly hope , what we call language hath no tint nor pencil . "	3	0:30	for this lightning stroke that have scathed him , for the blight and blacken of all earthly hope , what we call language have no tint nor pencil . "	if dd1 nn1 vv0_nn1 cst_dd1 vhz vvn@ ppho1 y if at nn1 cc nn1@_vvg io db jj nn1 y ddq ppis2 vv0 nn1 vhz at nn1 cc nn1 y "
stroke_vb	vvd	1860	1	fic_1860_9168.txt-1617-33	 	Many times had she been to the handsome home of the De Vere's, and the lady-mother, whom she at first so much dreaded to meet, had more than once stroked her silken curls, calling her " my child, " as tenderly as if she did indeed bear that relation to	146:153	0:252	Many times had she been to the handsome home of the De Vere 's , and the lady-mother , whom she at first so much dreaded to meet , had more than once stroked her silken curls , calling her " my child , " as tenderly as if she did indeed bear that relation to	33	0:56	many time have she be to the handsome home of the de vere 's , and the lady-mother , whom she at first so much dread to meet , have more than once stroke her silken curl , call her " my child , " as tenderly as if she do indeed bear that relation to	da2 nnt2 vhd pphs1 vbn ii at jj nn1 io at np1 np1 ge_vbz y cc at nn1_<sub> y pnqo pphs1 rr21 rr22 rg rr_da1 vvn_jj_vvd to vvi y vhd dar csn rr vvd appge_ppho1 jj nn2 y vvg ppho1 " appge nn1 y " rg rr csa cs pphs1 vdd rr vvi dd1_cst nn1 ii
stroke_vb	vvg	1853	1	fic_1853_2486.txt-1222-15	 	" The first white hunter o ' old Kaintuck, " answered the other, stroking the neck of the fiery beast on which the lady was now sitting. "	65:73	0:138	" The first white hunter o ' old Kaintuck , " answered the other , stroking the neck of the fiery beast on which the lady was now sitting . "	15	0:31	" the first white hunter o ' old kaintuck , " answer the other , stroke the neck of the fiery beast on which the lady be now sit . "	" at md jj nn1 zz1 ge jj nn1_np1 y " vvd_vvn at jj_nn1@ y vvg at nn1 io at jj nn1 ii ddq at nn1 vbdz rt vvg y "
stroke_vb	vvi	1857	1	fic_1857_7431.txt-230-18	 	them, and to take From their fair hands the dainties they would bring; And they would stroke his sable fur, and feel His velvet paws; and then he licked his paws, And paws so touched, he could have licked, and lived Long on such licking.	86:92	0:237	them , and to take From their fair hands the dainties they would bring ; And they would stroke his sable fur , and feel His velvet paws ; and then he licked his paws , And paws so touched , he could have licked , and lived Long on such licking .	18	0:53	them , and to take from their fair hand the dainties they would bring ; and they would stroke his sable fur , and feel his velvet paw ; and then he lick his paw , and paw so touch , he could have lick , and live long on such lick .	ppho2 y cc to vvi ii appge jj nn2 at nn2 pphs2 vm vvi y cc pphs2 vm vvi appge jj_nn1 nn1 y cc vvi appge nn1 nn2 y cc rt pphs1 vvd appge nn2 y cc nn2 rr vvn_vvd y pphs1 vm vhi vvn y cc vvn rr_jj ii da nn1@_vvg y
stroke_vb	vvg	1856	1	fic_1856_9852.txt-1526-14	 	" I don't know, you little thing, " said Harry, stroking her head fondly. "	48:56	0:75	" I do n't know , you little thing , " said Harry , stroking her head fondly . "	14	0:20	" i do n't know , you little thing , " say harry , stroke her head fondly . "	" ppis1 vd0 xx vvi y ppy jj_rr nn1 y " vvd np1 y vvg appge nn1 rr y "
stroke_vb	vvi	1860	1	fic_1860_9072.txt-3534-25	 	It actually made Havilah blush; but the blush melted into a smile when Maysunah, with unhesitating freedom, put up her hand to stroke her friend's temples, and feel the soft bloom on her cheek.	127:133	0:193	It actually made Havilah blush ; but the blush melted into a smile when Maysunah , with unhesitating freedom , put up her hand to stroke her friend 's temples , and feel the soft bloom on her cheek .	25	0:40	it actually make havilah blush ; but the blush melt into a smile when maysunah , with unhesitating freedom , put up her hand to stroke her friend 's temple , and feel the soft bloom on her cheek .	pph1 rr vvd np1_<sub> nn1_vv0 y ccb at nn1 vvd_vvn@ ii at1 nn1 rrq np1_<sub> y iw jj nn1 y vvd_vv0_vvn rp appge nn1 to vvi appge nn1 ge nn2 y cc vv0 at jj nn1 ii appge nn1 y
stroke_vb	vvd	1860	1	fic_1860_9791.txt-2920-9	 	Miriam alighted, loosened the girth, caressed and stroked the animal, using all her limited means to aid it, and dreadfully afraid, even in her pity, that she would lie down and leave her solitary among the moors.	50:57	0:213	Miriam alighted , loosened the girth , caressed and stroked the animal , using all her limited means to aid it , and dreadfully afraid , even in her pity , that she would lie down and leave her solitary among the moors .	9	0:44	miriam alight , loosen the girth , caress and stroke the animal , use all her limited mean to aid it , and dreadfully afraid , even in her pity , that she would lie down and leave her solitary among the moor .	np1 vvd y vvd_vvn at nn1 y jj_vvn_vvd cc vvd at nn1 y vvg db appge jj nn to vvi pph1 y cc rr jj y rr ii appge nn1 y cst pphs1 vm vvi rp cc vvi appge_ppho1 jj ii at nn2 y
stroke_vb	vvg	1851	1	fic_1851_3300.txt-180-12	 	" I crave your majesty's pardon, " said Frank, stroking his sovereign tenderly on the shoulder; for which affectionate demonstration he was rewarded by a violent push that laid him prostrate. "	47:55	0:193	" I crave your majesty 's pardon , " said Frank , stroking his sovereign tenderly on the shoulder ; for which affectionate demonstration he was rewarded by a violent push that laid him prostrate . "	12	0:37	" i crave your majesty 's pardon , " say frank , stroke his sovereign tenderly on the shoulder ; for which affectionate demonstration he be reward by a violent push that lay him prostrate . "	" ppis1 vv0 appge nn1 ge nn1 y " vvd np1 y vvg appge nn1_jj rr ii at nn1 y if ddq jj nn1 pphs1 vbdz vvn ii at1 jj nn1@_vv0 cst vvd ppho1 jj y "
stroke_vb	vvg	1849	1	fic_1849_7218.txt-2300-9	 	-- Poor old guide-book, thought I, tenderly stroking its back, and smoothing the dog-ears with reverence; I will not use you with despite, old Morocco!	44:52	0:151	-- Poor old guide-book , thought I , tenderly stroking its back , and smoothing the dog-ears with reverence ; I will not use you with despite , old Morocco !	9	0:31	-- poor old guide-book , think i , tenderly stroke its back , and smooth the dog-ears with reverence ; i will not use you with despite , old morocco !	z jj jj nn1_jj y vvd_nn1 ppis1_mc1%_zz1% y rr vvg appge nn1 y cc vvg at nn2 iw nn1 y ppis1 vm xx vvi ppy iw ii y jj np1_nn1% !
stroke_vb	vvz	1836	1	fic_1836_7276.txt-1298-31	 	I told you about Nannie: she is the girl that is so kind to everybody; and she always speaks softly to the heifer, and pats her, and strokes her, and the men kick her and beat her. "	133:140	0:182	I told you about Nannie : she is the girl that is so kind to everybody ; and she always speaks softly to the heifer , and pats her , and strokes her , and the men kick her and beat her . "	31	0:44	i tell you about nannie : she be the girl that be so kind to everybody ; and she always speak softly to the heifer , and pat her , and stroke her , and the man kick her and beat her . "	ppis1 vvd ppy ii np1 y pphs1 vbz at nn1 cst_dd1 vbz rg_rr jj@_nn1 ii pn1 y cc pphs1 rr vvz rr ii at nn1 y cc vvz ppho1 y cc vvz ppho1 y cc at nn2 vv0 ppho1 cc vvd_vv0 ppho1 y "
stroke_vb	vv0_nn1	1855	1	fic_1855_8110.txt-557-17	 	whose branches gray, Hung o'er the passing traveler's way, Until the woodman's echoing stroke The silence of the forest broke, And felled to earth the giant oak.	87:93	0:161	whose branches gray , Hung o'er the passing traveler 's way , Until the woodman 's echoing stroke The silence of the forest broke , And felled to earth the giant oak .	17	0:33	whose branch gray , hang over the pass traveler 's way , until the woodman be echo stroke the silence of the forest break , and fell to earth the giant oak .	ddqge nn2 jj_nn1@ y vvn_vvd ii_rp at jj_nn1 nn1 ge nn1 y cs at nn1 vbz_ge vvg_jj vv0_nn1 at nn1 io at nn1 vvd y cc vvn_vvd ii nn1 at jj_nn1 nn1 y
stroke_vb	vvd	1836	1	fic_1836_7111.txt-1004-6	 	And as he ceased speaking he stroked his whiskers, and glanced with much apparent self-approval upon his bright breastplate which reflected his handsome features as in a mirror. "	29:36	0:179	And as he ceased speaking he stroked his whiskers , and glanced with much apparent self-approval upon his bright breastplate which reflected his handsome features as in a mirror . "	6	0:31	and as he cease speak he stroke his whisker , and glance with much apparent self-approval upon his bright breastplate which reflect his handsome feature as in a mirror . "	cc csa pphs1 vvd vvg pphs1 vvd appge nn2 y cc vvd_vvn@ iw da1_rr jj nn1 ii appge jj nn1 ddq vvd appge jj nn2 csa ii at1 nn1 y "
stroke_vb	vvg	1843	1	fic_1843_7208.txt-1223-38	 	To confirm this state of things, Mr. Sam Chisel said that he had seen a man in a thin face and Roman nose stand at the window several times " atween daylight and dark, his hand stroking a dry tuft of whisker, like a goat. "	177:185	0:223	To confirm this state of things , Mr. Sam Chisel said that he had seen a man in a thin face and Roman nose stand at the window several times " atween daylight and dark , his hand stroking a dry tuft of whisker , like a goat . "	38	0:50	to confirm this state of thing , mr.- sam chisel say that he have see a man in a thin face and roman nose stand at the window several time " atween daylight and dark , his hand stroke a dry tuft of whisker , like a goat . "	to vvi dd1 nn1 io nn2 y nnb np1 nn1 vvd cst pphs1 vhd vvn at1 nn1 ii at1 jj nn1 cc jj_nn1 nn1 nn1_vv0 ii at nn1 da2 nnt2 " jj nn1 cc nn1_jj y appge nn1 vvg at1 jj nn1 io nn1 y ii at1 nn1 y "
stroke_vb	vvn	1847	1	fic_1847_8894.txt-898-9	 	T was not well done; thou shouldst have stroked him, And not have galled him.	40:47	0:77	T was not well done ; thou shouldst have stroked him , And not have galled him .	9	0:18	t be not well do ; thou shouldst have stroke him , and not have gall him .	pph1 vbdz xx rr vdn y ppy vv0 vh0 vvn ppho1 y cc xx vh0 vvn ppho1 y
stroke_vb	vvd	1851	1	fic_1851_1253.txt-53-15	 	The Turk marked well the influence of the scenery upon the Circassian, and slowly stroked his beard with silent satisfaction at the sight.	82:89	0:138	The Turk marked well the influence of the scenery upon the Circassian , and slowly stroked his beard with silent satisfaction at the sight .	15	0:25	the turk mark well the influence of the scenery upon the circassian , and slowly stroke his beard with silent satisfaction at the sight .	at nn1 vvn_vvd@ rr at nn1 io at nn1 ii at jj y cc rr vvd appge nn1 iw jj nn1 ii at nn1 y
stroke_vb	vvd	1845	1	fic_1845_622.txt-11495-11	 	back into his place, and, removing his cap, stroked down the remnants of his gray and sandy locks, with an air of mortification mingled with submission.	44:51	0:152	back into his place , and , removing his cap , stroked down the remnants of his gray and sandy locks , with an air of mortification mingled with submission .	11	0:31	back into his place , and , remove his cap , stroke down the remnant of his gray and sandy lock , with an air of mortification mingle with submission .	rp ii appge nn1 y cc y vvg appge nn1 y vvd rp_ii@ at nn2 io appge jj_nn1@ cc jj nn2 y iw at1 nn1 io nn1 vvn_vvd iw nn1 y
stroke_vb	vvg	1852	1	fic_1852_2751.txt-8419-19	 	Winnie lay there still, and Winthrop was softly playing with one of her hands and striking it and stroking it against his own.	98:106	0:126	Winnie lay there still , and Winthrop was softly playing with one of her hands and striking it and stroking it against his own .	19	0:25	winnie lay there still , and winthrop be softly play with one of her hand and strike it and stroke it against his own .	np1 vvd rl rr y cc np1 vbdz rr vvg iw mc1 io appge nn2 cc vvg pph1 cc vvg pph1 ii appge da y
stroke_vb	vvd	1844	1	fic_1844_7135.txt-1207-17	 	And the Dey, who was a noble looking man, with a magnificent brown beard, stroked his beard and looked contented.	74:81	0:113	And the Dey , who was a noble looking man , with a magnificent brown beard , stroked his beard and looked contented .	17	0:24	and the they , who be a noble look man , with a magnificent brown beard , stroke his beard and look contented .	cc at np1_nn1@ y pnqs vbdz at1 jj_nn1@ jj%_vvg nn1 y iw at1 jj jj nn1 y vvd appge nn1 cc vvd_vvn jj_vvn y
stroke_vb	vvg	1834	1	fic_1834_7030.txt-1030-13	 	While the old knight drew a chair, and after sundry hems and stroking his chin, thus gravely addressed her: " I am informed, Madam, that you are desirous of an interview with me; will you be so good as to enlighten me as to the cause of the unexpected honour? "	61:69	0:261	While the old knight drew a chair , and after sundry hems and stroking his chin , thus gravely addressed her : " I am informed , Madam , that you are desirous of an interview with me ; will you be so good as to enlighten me as to the cause of the unexpected honour ? "	13	0:58	while the old knight draw a chair , and after sundry hem and stroke his chin , thus gravely address her : " i be inform , madam , that you be desirous of an interview with me ; will you be so good as to enlighten me as to the cause of the unexpected honor ? "	cs at jj nn1 vvd at1 nn1 y cc cs_ii jj nn2 cc vvg appge nn1 y rr rr vvd_vvn ppho1 y " ppis1 vbm vvn_jj@ y nn1 y cst ppy vbr jj io at1 nn1 iw ppio1 y vm_vv0% ppy vbi rg jj csa to vvi ppio1 ii21 ii22 at nn1 io at jj nn1 y "
stroke_vb	vvd	1845	1	fic_1845_7170.txt-2513-20	 	She went to him, he took her in his lap, pressed her hard to his breast, and stroked her hair.	77:84	0:94	She went to him , he took her in his lap , pressed her hard to his breast , and stroked her hair .	20	0:24	she go to him , he take her in his lap , press her hard to his breast , and stroke her hair .	pphs1 vvd ii ppho1 y pphs1 vvd ppho1 ii_rp@ appge nn1 y vvd ppho1_appge rr_jj ii appge nn1 y cc vvd appge nn1 y
stroke_vb	vvg	1855	1	fic_1855_9773.txt-1192-12	 	Mr. Bivins, too, sitting over his crusted ashes, and stroking his wig consequentially, reflected long upon his interview with the proprietor of Blimmersville; and putting his various queries together, he thought within himself: " Blimmer is a man to be watched! "	53:61	0:263	Mr. Bivins , too , sitting over his crusted ashes , and stroking his wig consequentially , reflected long upon his interview with the proprietor of Blimmersville ; and putting his various queries together , he thought within himself : " Blimmer is a man to be watched ! "	12	0:50	mr.- bivins , too , sit over his crust ash , and stroke his wig consequentially , reflect long upon his interview with the proprietor of blimmersville ; and put his various query together , he think within himself : " blimmer be a man to be watch ! "	nnb np1 y rr@_rg y vvg rp_ii appge jj nn2 y cc vvg appge nn1 rr y vvd_vvn rr_jj ii appge nn1 iw at nn1 io np1_<sub> y cc vvg appge jj nn2 rl y pphs1 vvd ii ppx1 y " np1_<sub> vbz at1 nn1 to vbi vvn@ ! "
stroke_vb	vvd	1853	1	fic_1853_3465.txt-1464-10	 	Robert took his little sister in his arms, and stroked her little black head, and kissed her cheek, and then he drew himself proudly up, saying, " Nina?	47:54	0:152	Robert took his little sister in his arms , and stroked her little black head , and kissed her cheek , and then he drew himself proudly up , saying , " Nina ?	10	0:34	robert take his little sister in his arm , and stroke her little black head , and kiss her cheek , and then he draw himself proudly up , say , " nina ?	np1 vvd appge jj nn1 ii appge nn2 y cc vvd ppho1_appge rr_jj jj nn1 y cc vvd appge nn1 y cc rt pphs1 vvd ppx1 rr rp y vvg y " np1 y
stroke_vb	vvg	1854	1	fic_1854_8328.txt-914-51	 	Twice, Baron, has the tedious night Been reddened by our watch-fires bright; Twice has the morning sunbeam found Our force afoot on hostile ground, And nothing in the shape of foe Has brandished axe, or bended bow " -- Murmured De Nonville, in disdain, Stroking his courser's flowing mane. "	253:261	0:291	Twice , Baron , has the tedious night Been reddened by our watch-fires bright ; Twice has the morning sunbeam found Our force afoot on hostile ground , And nothing in the shape of foe Has brandished axe , or bended bow " -- Murmured De Nonville , in disdain , Stroking his courser 's flowing mane . "	51	0:59	twice , baron , have the tedious night be redden by our watch-fires bright ; twice have the morning sunbeam find our force afoot on hostile ground , and nothing in the shape of foe have brandish axe , or bended bow " -- murmur de nonville , in disdain , stroke his courser 's flow mane . "	rr y nn1 y vhz at jj nnt1 vbn vvn ii appge nn2_<sub> jj y rr vhz at nnt1 nn1 vvd_vvn appge nn1 rr_jj ii jj nn1 y cc pn1 ii at nn1 io nn1 vhz vvn nn1_vv0 y cc jj@_vvd nn1 " z vvd np1 np1_<sub> y ii nn1 y vvg appge nn1 ge jj_vvg nn1 y "
stroke_vb	vvz_nn2	1860	1	fic_1860_9072.txt-1823-30	 	With the first peeping forth of the buds, children's faces peeped out too from the half-open doorways; soon young and old laughed to see with what giant strokes Nature was putting on her colors; and daisies, clover, and scarlet anemones laughed back from every sunny slope.	153:160	0:273	With the first peeping forth of the buds , children 's faces peeped out too from the half-open doorways ; soon young and old laughed to see with what giant strokes Nature was putting on her colors ; and daisies , clover , and scarlet anemones laughed back from every sunny slope .	30	0:53	with the first peep forth of the bud , child 's face peep out too from the half-open doorway ; soon young and old laugh to see with what giant stroke nature be put on her color ; and daisy , clover , and scarlet anemone laugh back from every sunny slope .	iw at md vvg_nn1@ rr io at nn2 y nn2 ge nn2 vvd rp rr@_rg ii at jj nn2 y rr jj cc jj vvd_vvn@ to vvi iw ddq nn1_jj vvz_nn2 nn1 vbdz vvg ii_rp@ appge nn2 y cc nn2 y nn1 y cc jj nn2 vvd rp ii at1 jj nn1 y
stroke_vb	vvd	1852	1	fic_1852_9232.txt-4005-62	 	I prefer running rigs to running races; and if I thought ever so much of a woman, I shouldn't thank her for admiring the legs of my horse more than she did my own; " and, with these words, he extended the favorite limbs -- showing a handsomely-turned thigh, calf, and ankle -- and stroked them with the complacency of a bachelor whose frequent escapes from the snares of the sex have sufficiently shown his value.	281:288	0:413	I prefer running rigs to running races ; and if I thought ever so much of a woman , I should n't thank her for admiring the legs of my horse more than she did my own ; " and , with these words , he extended the favorite limbs -- showing a handsomely-turned thigh , calf , and ankle -- and stroked them with the complacency of a bachelor whose frequent escapes from the snares of the sex have sufficiently shown his value .	62	0:85	i prefer run rig to run race ; and if i think ever so much of a woman , i should n't thank her for admire the leg of my horse more than she do my own ; " and , with these word , he extend the favorite limb -- show a handsomely-turned thigh , calf , and ankle -- and stroke them with the complacency of a bachelor whose frequent escape from the snare of the sex have sufficiently show his value .	ppis1 vv0 jj_vvg_nn1 nn2_vvz ii vvg_jj_nn1 nn2 y cc cs ppis1 vvd rg21 rg22 da1 io at1 nn1 y ppis1 vm xx vvi ppho1 if vvg@ at nn2 io appge nn1 rrr_dar csn pphs1 vdd appge da y " cc y iw dd2 nn2 y pphs1 vvd at jj_nn1 nn2 z vvg at1 jj_<sub> nn1 y nn1 y cc nn1 z cc vvd ppho2 iw at nn1 io at1 nn1 ddqge jj nn2 ii at nn2 io at nn1 vh0 rr vvn appge nn1 y
stroke_vb	vvg	1857	1	mag_1857_556473.txt-198-13	 	At last he closed his eyes with his own hands, and gently stroking his own forehead, with a smile in his countenance, he gave a little groan, and so expired his blessed soul into the arms of his fellow-servants, the holy angels, on July 7, 1647.	58:66	0:245	At last he closed his eyes with his own hands , and gently stroking his own forehead , with a smile in his countenance , he gave a little groan , and so expired his blessed soul into the arms of his fellow-servants , the holy angels , on July 7 , 1647 .	13	0:54	at last he close his eye with his own hand , and gently stroke his own forehead , with a smile in his countenance , he give a little groan , and so expire his bless soul into the arm of his fellow-servants , the holy angel , on july 7 , 1647 .	rr21 rr22 pphs1 vvd appge nn2 iw appge da nn2 y cc rr vvg appge da nn1 y iw at1 nn1 ii appge nn1 y pphs1 vvd at1 jj nn1 y cc rr vvd appge jj nn1 ii at nn2 io appge nn2_<sub> y at jj nn2 y ii npm1 mc y mc y
stroke_vb	vvd	1851	1	fic_1851_1184.txt-4243-2	 	The Frenchman stroked the gray fur with slow touch. "	14:21	0:53	The Frenchman stroked the gray fur with slow touch . "	2	0:11	the frenchman stroke the gray fur with slow touch . "	at nn1 vvd at jj nn1 iw jj nn1 y "
stroke_vb	vvg	1856	1	fic_1856_9797.txt-4198-12	 	said Fanny, who felt more encouraged, as she saw Dred stroking a squirrel. "	54:62	0:76	said Fanny , who felt more encouraged , as she saw Dred stroking a squirrel . "	12	0:17	say fanny , who feel more encourage , as she see dred stroke a squirrel . "	vvd np1_nn1_jj y pnqs vvd rrr vvn_vvd y csa pphs1 vvd jj vvg at1 nn1 y "
stroke_vb	vvg	1835	1	fic_1835_7281.txt-311-43	 	Many a time have I known her to abstract a measure of oats from the parson's frugal store, and set it under the elm tree for Clover, and as she stood by him while he was eating, patting and stroking him, he would look round at her with an expression of mute gratitude and fondness, that words could	190:198	0:298	Many a time have I known her to abstract a measure of oats from the parson 's frugal store , and set it under the elm tree for Clover , and as she stood by him while he was eating , patting and stroking him , he would look round at her with an expression of mute gratitude and fondness , that words could	43	0:64	many a time have i know her to abstract a measure of oats from the parson 's frugal store , and set it under the elm tree for clover , and as she stand by him while he be eat , pat and stroke him , he would look round at her with an expression of mute gratitude and fondness , that word could	da2 at1 nnt1 vh0 ppis1 vvn ppho1 to vvi at1 nn1 io nn1 ii at nn1 ge jj nn1 y cc vv0_vvd pph1 ii at nn1 nn1 if nn1 y cc csa pphs1 vvd ii ppho1 cs pphs1 vbdz vvg y vvg cc vvg ppho1 y pphs1 vm vvi rp ii ppho1 iw at1 nn1 io jj nn1 cc nn1 y cst nn2 vm
stroke_vb	vvg	1857	1	fic_1857_3100.txt-2955-11	 	" Dear grandpapa, " returned Blanche, approaching him and stroking down his snow-white locks with her soft hand,	58:66	0:112	" Dear grandpapa , " returned Blanche , approaching him and stroking down his snow-white locks with her soft hand ,	11	0:21	" dear grandpapa , " return blanche , approach him and stroke down his snow-white lock with her soft hand ,	" jj_uh_nn1 nn1 y " vvd np1 y vvg ppho1 cc vvg rp appge jj nn2 iw appge_ppho1 jj nn1 y
stroke_vb	vvg	1849	1	fic_1849_7216.txt-4873-14	 	" So called from the syllogist himself, doubtless; " said Mohi, stroking his beard. "	64:72	0:85	" So called from the syllogist himself , doubtless ; " said Mohi , stroking his beard . "	14	0:19	" so call from the syllogist himself , doubtless ; " say mohi , stroke his beard . "	" jj21 jj22 ii at nn1_<sub> ppx1 y rr y " vvd np1_nn1_jj y vvg appge nn1 y "
stroke_vb	vvg	1856	1	fic_1856_9077.txt-1811-10	 	It is only age, " he said, slowly stroking his white beard, " that teaches us wisdom, and persuades us to renounce the hope of escaping ourselves; and just as we are discovering the Philosopher's Stone, relieves our anxiety by pointing the way to Eldorado. "	34:42	0:258	It is only age , " he said , slowly stroking his white beard , " that teaches us wisdom , and persuades us to renounce the hope of escaping ourselves ; and just as we are discovering the Philosopher 's Stone , relieves our anxiety by pointing the way to Eldorado . "	10	0:54	it be only age , " he say , slowly stroke his white beard , " that teach us wisdom , and persuade us to renounce the hope of escape ourselves ; and just as we be discover the philosopher 's stone , relieve our anxiety by point the way to eldorado . "	pph1 vbz jj_rr nn1 y " pphs1 vvd y rr vvg appge jj nn1 y " dd1_cst vvz ppio2 nn1 y cc vvz ppio2 to vvi at nn1 io vvg ppx2 y cc rr csa ppis2 vbr vvg at nn1 ge nn1 y vvz appge nn1 ii vvg at nn1 ii np1 y "
stroke_vb	vv0_nn1	1834	1	fic_1834_2652.txt-1829-8	 	shall silence him myself, without speech or stroke from you being necessary.	44:50	0:76	shall silence him myself , without speech or stroke from you being necessary .	8	0:14	shall silence him myself , without speech or stroke from you be necessary .	vm vvi ppho1 ppx1 y iw nn1 cc vv0_nn1 ii ppy vbg jj y
stroke_vb	vvi	1855	1	fic_1855_2630.txt-365-13	 	Eddie enjoyed hearing him crack them with his sharp teeth, and would stroke his great head, and say kindly, " Poor Philo!	69:75	0:121	Eddie enjoyed hearing him crack them with his sharp teeth , and would stroke his great head , and say kindly , " Poor Philo !	13	0:26	eddie enjoy hear him crack them with his sharp tooth , and would stroke his great head , and say kindly , " poor philo !	np1 vvd vvg ppho1 vvi ppho2 iw appge jj nn2 y cc vm vvi appge jj nn1 y cc vvi rr_jj y " jj nn1@_np1 !
stroke_vb	vvd	1851	1	fic_1851_1253.txt-234-14	 	The Mussulman, as he sat there in a thoughtful and silent mood, stroked slowly the jetty black beard that swept his breast, while he seemed completely absorbed in contemplating the scene before him.	64:71	0:198	The Mussulman , as he sat there in a thoughtful and silent mood , stroked slowly the jetty black beard that swept his breast , while he seemed completely absorbed in contemplating the scene before him .	14	0:37	the mussulman , as he sit there in a thoughtful and silent mood , stroke slowly the jetty black beard that sweep his breast , while he seem completely absorb in contemplate the scene before him .	at nn1_np1 y csa pphs1 vvd rl ii at1 jj cc jj nn1 y vvd rr at nn1 jj_nn1@ nn1 cst vvd appge nn1 y cs pphs1 vvd rr vvn_vvd ii vvg at nn1 ii ppho1 y
stroke_vb	vvd	1846	1	fic_1846_8193.txt-315-20	 	She smoothed the pillow where he lay, she warmly tucked the bed, She wiped his tears, and stroked the curls that clustered round his head.	90:97	0:138	She smoothed the pillow where he lay , she warmly tucked the bed , She wiped his tears , and stroked the curls that clustered round his head .	20	0:29	she smooth the pillow where he lay , she warmly tuck the bed , she wipe his tear , and stroke the curl that cluster round his head .	pphs1 vvd at nn1 cs_rrq pphs1 vvd y pphs1 rr vvd_vvn at nn1 y pphs1 vvd appge nn2 y cc vvd at nn2 cst vvd rp_ii appge nn1 y
stroke_vb	vv0_nn1	1856	1	mag_1856_522858.txt-209-22	 	It was forced upon Austria by the formidable proportions of the anti-Russian alliance, which threatened to sever from her at one stroke her Italian provinces if she took part with the enemy; but it will be observed, that while leaning to the side of the Alliance, she has steadily endeavored to present a minimum of opposition to Russia.	129:135	0:337	It was forced upon Austria by the formidable proportions of the anti-Russian alliance , which threatened to sever from her at one stroke her Italian provinces if she took part with the enemy ; but it will be observed , that while leaning to the side of the Alliance , she has steadily endeavored to present a minimum of opposition to Russia .	22	0:63	it be force upon austria by the formidable proportion of the anti-russian alliance , which threaten to sever from her at one stroke her italian province if she take part with the enemy ; but it will be observe , that while lean to the side of the alliance , she have steadily endeavor to present a minimum of opposition to russia .	pph1 vbdz vvn ii np1 ii at jj nn2 io at jj nn1 y ddq vvd to vvi ii ppho1 ii mc1 vv0_nn1 appge jj_nn1 nn2 cs pphs1 vvd nn1 iw at nn1 y ccb pph1 vm vbi vvn y cst_dd1 cs_nnt1@ vvg ii at nn1 io at nn1 y pphs1 vhz rr vvn to vvi at1 nn1 io nn1 ii np1 y
stroke_vb	vvg	1848	1	fic_1848_1108.txt-5061-21	 	She allowed him to weep on, though she kept saying, " Geo'ge, Geo'ge, " softly, and stroking his knee with the hand next him.	84:92	0:125	She allowed him to weep on , though she kept saying , " Geo'ge , Geo'ge , " softly , and stroking his knee with the hand next him .	21	0:30	she allow him to weep on , though she keep say , " geo'ge , geo'ge , " softly , and stroke his knee with the hand next him .	pphs1 vvd ppho1 to vvi rp@ y cs pphs1 vvd vvg y " np1_<sub> y np1_<sub> y " rr y cc vvg appge nn1 iw at nn1 md ppho1 y
stroke_vb	vvd	1850	1	fic_1850_7171.txt-4539-24	 	Kitty, Kitty, " he called to his fingers an amiable and womanly looking Maltese, and taking her in his arms, stroked her back, in face of the wilful man, and added, " That is good; I love cats, too! "	109:116	0:200	Kitty , Kitty , " he called to his fingers an amiable and womanly looking Maltese , and taking her in his arms , stroked her back , in face of the wilful man , and added , " That is good ; I love cats , too ! "	24	0:50	kitty , kitty , " he call to his finger an amiable and womanly look maltese , and take her in his arm , stroke her back , in face of the wilful man , and add , " that be good ; i love cat , too ! "	np1 y np1 y " pphs1 vvd@ ii appge nn2 at1 jj cc jj vvg_jj% jj y cc vvg ppho1 ii_rp@ appge nn2 y vvd ppho1_appge rp_nn1 y ii31 ii32 ii33 at jj nn1 y cc vvd_jj_vvn y " dd1_cst vbz jj y ppis1 vv0 nn2 y rr@ ! "
