	identifier1	identifier2	lemma	dataset	annotator2	annotator5	annotator4	annotator0	annotator1	annotator3	annotator6	annotator8	annotator9	median_label	non_nan_count
622	mag_1838_586203.txt-253-10	mag_2002_398773.txt-149-9	attack	dwug_en				2.0					3.0	2.5	2
624	mag_1840_586558.txt-356-49	news_1998_626765.txt-4-8	attack	dwug_en	4.0	4.0								4.0	2
625	mag_1840_586558.txt-81-14	mag_1845_555245.txt-299-1	attack	dwug_en	3.0	3.0								3.0	2
626	mag_1845_555245.txt-102-19	mag_1845_555245.txt-299-1	attack	dwug_en		3.0	4.0							3.5	2
627	mag_1845_555245.txt-299-1	mag_1999_397639.txt-186-35	attack	dwug_en		3.0	2.0	3.0						3.0	3
628	mag_1845_555245.txt-299-1	mag_2000_368897.txt-14-26	attack	dwug_en	3.0	2.0	2.0	2.0			2.0			2.0	5
630	mag_1845_555245.txt-299-1	mag_2001_416183.txt-158-8	attack	dwug_en	2.0	2.0		3.0						2.0	3
631	mag_1845_555245.txt-299-1	news_1967_726451.txt-39-2	attack	dwug_en	3.0			2.0		4.0				3.0	3
633	mag_1845_555245.txt-299-1	news_1991_612479.txt-40-20	attack	dwug_en	2.0	3.0			4.0					3.0	3
634	mag_1845_555245.txt-299-1	news_1994_606745.txt-26-26	attack	dwug_en	3.0			3.0						3.0	2
636	mag_1846_524014.txt-26-2	mag_1854_555935.txt-131-30	attack	dwug_en		3.0		3.0						3.0	2
638	mag_1846_524014.txt-26-2	news_1991_612479.txt-40-20	attack	dwug_en	3.0		4.0							3.5	2
639	mag_1846_524014.txt-26-2	nf_1829_751465.txt-2786-42	attack	dwug_en				4.0				3.0		3.5	2
644	mag_1849_525337.txt-118-18	mag_1854_555935.txt-131-30	attack	dwug_en	4.0	2.0	3.0	2.0						2.5	4
647	mag_1850_589167.txt-126-1	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0	3.0							3.0	3
648	mag_1850_589167.txt-126-1	nf_1982_774241.txt-1410-26	attack	dwug_en								3.0	1.0	2.0	2
649	mag_1853_590163.txt-199-32	mag_2005_379002.txt-22-10	attack	dwug_en	3.0						4.0			3.5	2
650	mag_1853_590163.txt-199-32	news_1991_612479.txt-40-20	attack	dwug_en		3.0	3.0							3.0	2
653	mag_1853_590234.txt-200-60	news_1982_671107.txt-19-96	attack	dwug_en		3.0	4.0							3.5	2
654	mag_1854_555935.txt-131-30	news_1961_722130.txt-4-23	attack	dwug_en	4.0		2.0	3.0						3.0	3
655	mag_1854_555935.txt-131-30	news_1982_671107.txt-19-96	attack	dwug_en	2.0		3.0	3.0						3.0	3
657	mag_1854_555935.txt-131-30	nf_1962_773607.txt-311-2	attack	dwug_en	3.0	2.0		3.0						3.0	3
659	mag_1854_555935.txt-131-30	nf_1994_773891.txt-987-21	attack	dwug_en		3.0	4.0							3.5	2
666	mag_1856_566684.txt-393-12	news_1967_726451.txt-39-2	attack	dwug_en		3.0	4.0							3.5	2
669	mag_1968_212735.txt-7-17	news_1991_612479.txt-40-20	attack	dwug_en	4.0	2.0		3.0			2.0			2.5	4
671	mag_1970_282294.txt-7-3	news_1967_726451.txt-39-2	attack	dwug_en	4.0		1.0	3.0						3.0	3
673	mag_1972_278489.txt-11-19	mag_2005_379095.txt-6-29	attack	dwug_en								3.0	1.0	2.0	2
675	mag_1972_278489.txt-11-19	nf_1841_762742.txt-1051-5	attack	dwug_en				2.0					2.0	2.0	2
676	mag_1980_296543.txt-17-11	news_1991_612479.txt-40-20	attack	dwug_en	4.0			3.0						3.5	2
680	mag_1981_322209.txt-3-7	mag_2002_371999.txt-12-46	attack	dwug_en	4.0	3.0	4.0							4.0	3
681	mag_1981_322209.txt-3-7	news_1967_726451.txt-39-2	attack	dwug_en	4.0		4.0							4.0	2
682	mag_1981_322209.txt-3-7	news_1991_612479.txt-40-20	attack	dwug_en	3.0			2.0						2.5	2
683	mag_1982_490856.txt-85-5	news_1966_725841.txt-34-33	attack	dwug_en		2.0	2.0	3.0			2.0			2.0	4
684	mag_1982_490856.txt-85-5	news_1991_612479.txt-40-20	attack	dwug_en			3.0	4.0						3.5	2
686	mag_1986_432304.txt-168-36	news_1991_612479.txt-40-20	attack	dwug_en			3.0	3.0						3.0	2
693	mag_2001_412321.txt-16-4	news_1991_612479.txt-40-20	attack	dwug_en			3.0	3.0						3.0	2
695	mag_2002_371999.txt-12-46	news_1991_612479.txt-40-20	attack	dwug_en		4.0		3.0						3.5	2
696	mag_2002_371999.txt-12-46	nf_1844_749098.txt-1617-40	attack	dwug_en	4.0	4.0	4.0							4.0	3
699	mag_2002_387140.txt-2-2	news_1991_612479.txt-40-20	attack	dwug_en	3.0			3.0						3.0	2
701	mag_2002_398773.txt-149-9	news_1991_612479.txt-40-20	attack	dwug_en	3.0			3.0				4.0		3.0	3
704	mag_2005_379095.txt-6-29	news_1991_612479.txt-40-20	attack	dwug_en		3.0		3.0						3.0	2
705	mag_2005_379095.txt-6-29	news_1994_606745.txt-26-26	attack	dwug_en		4.0	4.0							4.0	2
706	mag_2005_397463.txt-63-5	news_1967_726451.txt-39-2	attack	dwug_en		4.0		4.0						4.0	2
707	mag_2005_397463.txt-63-5	news_1991_612479.txt-40-20	attack	dwug_en	4.0	3.0								3.5	2
709	mag_2005_417079.txt-188-8	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0								3.0	2
714	mag_2007_387325.txt-12-20	news_1991_612479.txt-40-20	attack	dwug_en		2.0	3.0	3.0						3.0	3
720	news_1961_722130.txt-4-23	nf_1844_749098.txt-1617-40	attack	dwug_en								3.0	2.0	2.5	2
722	news_1965_724563.txt-1-1	news_1991_612479.txt-40-20	attack	dwug_en		3.0					2.0			2.5	2
725	news_1966_725841.txt-34-33	news_1982_671107.txt-19-96	attack	dwug_en				4.0	4.0					4.0	2
727	news_1966_725841.txt-34-33	nf_2001_746295.txt-103-27	attack	dwug_en	3.0		4.0							3.5	2
728	news_1966_725841.txt-34-33	nf_2001_746877.txt-82-18	attack	dwug_en		2.0		3.0			2.0			2.0	3
729	news_1967_726451.txt-39-2	news_1998_626765.txt-4-8	attack	dwug_en					4.0	4.0				4.0	2
730	news_1967_726451.txt-39-2	nf_1832_758144.txt-1353-3	attack	dwug_en	4.0	3.0								3.5	2
732	news_1967_726451.txt-39-2	nf_1977_773747.txt-57-27	attack	dwug_en	4.0	4.0	2.0							4.0	3
733	news_1967_726451.txt-39-2	nf_2004_775819.txt-7-21	attack	dwug_en		4.0	4.0							4.0	2
734	news_1968_727226.txt-22-9	news_1991_612479.txt-40-20	attack	dwug_en	3.0		4.0	2.0						3.0	3
735	news_1968_727226.txt-22-9	news_1994_606745.txt-26-26	attack	dwug_en		3.0		3.0						3.0	2
739	news_1977_733365.txt-24-10	news_1991_612479.txt-40-20	attack	dwug_en	3.0			3.0						3.0	2
740	news_1984_670941.txt-14-43	news_1997_611600.txt-65-2	attack	dwug_en				4.0				3.0		3.5	2
741	news_1986_670444.txt-28-17	news_1991_612479.txt-40-20	attack	dwug_en	3.0		3.0							3.0	2
743	news_1987_669591.txt-19-7	news_1994_606745.txt-26-26	attack	dwug_en	4.0	3.0	4.0							4.0	3
744	news_1987_670531.txt-11-7	news_1991_612479.txt-40-20	attack	dwug_en		3.0		3.0						3.0	2
746	news_1989_669714.txt-32-21	news_1991_612479.txt-40-20	attack	dwug_en		3.0	2.0				3.0			3.0	3
748	news_1991_612479.txt-40-20	news_2001_661977.txt-17-13	attack	dwug_en	3.0	4.0								3.5	2
750	news_1991_612479.txt-40-20	nf_1836_747718.txt-1726-17	attack	dwug_en		3.0		3.0						3.0	2
751	news_1991_612479.txt-40-20	nf_1836_747779.txt-1982-14	attack	dwug_en		3.0	3.0							3.0	2
754	news_1991_612479.txt-40-20	nf_1845_748321.txt-2041-23	attack	dwug_en	3.0			3.0						3.0	2
755	news_1991_612479.txt-40-20	nf_1847_754437.txt-1509-47	attack	dwug_en	3.0		4.0	3.0						3.0	3
756	news_1991_612479.txt-40-20	nf_1962_773607.txt-311-2	attack	dwug_en	3.0			3.0						3.0	2
758	news_1991_612479.txt-40-20	nf_1966_773935.txt-336-23	attack	dwug_en	3.0	3.0	4.0							3.0	3
760	news_1991_612479.txt-40-20	nf_1977_773747.txt-57-27	attack	dwug_en		3.0	3.0							3.0	2
762	news_1991_612479.txt-40-20	nf_1994_773891.txt-987-21	attack	dwug_en	3.0			4.0						3.5	2
763	news_1991_612479.txt-40-20	nf_2001_746877.txt-82-18	attack	dwug_en	3.0		3.0							3.0	2
766	news_1994_606745.txt-26-26	nf_1821_749178.txt-186-12	attack	dwug_en	4.0	3.0	3.0	4.0						3.5	4
767	news_1994_606745.txt-26-26	nf_1841_762742.txt-1051-5	attack	dwug_en			4.0	4.0						4.0	2
769	news_1998_626765.txt-4-8	news_2001_661977.txt-17-13	attack	dwug_en	3.0		4.0	3.0						3.0	3
770	news_1998_626765.txt-4-8	news_2001_661984.txt-79-12	attack	dwug_en	4.0		4.0							4.0	2
772	news_2001_661977.txt-17-13	news_2004_640221.txt-13-20	attack	dwug_en				3.0			2.0	4.0		3.0	3
776	nf_1844_749098.txt-536-37	nf_2001_746295.txt-103-27	attack	dwug_en								4.0	4.0	4.0	2
