	identifier1	identifier2	lemma	dataset	annotator2	annotator5	annotator4	annotator0	annotator1	annotator3	annotator6	annotator8	annotator9	median_label	non_nan_count
393	fic_1968_781997.txt-4233-2	mag_1832_564345.txt-180-28	attack	dwug_en	4.0	4.0								4.0	2
400	fic_1968_781997.txt-4233-2	news_1972_729986.txt-6-2	attack	dwug_en	3.0			3.0						3.0	2
401	fic_1968_781997.txt-4233-2	news_1991_612479.txt-40-20	attack	dwug_en	3.0		3.0	3.0	4.0	3.0				3.0	5
403	fic_1968_781997.txt-4233-2	nf_1836_747718.txt-1726-17	attack	dwug_en	4.0	3.0	4.0							4.0	3
404	fic_1968_781997.txt-4233-2	nf_1840_768793.txt-1045-33	attack	dwug_en		4.0	4.0							4.0	2
405	fic_1968_781997.txt-4233-2	nf_1844_749098.txt-1617-40	attack	dwug_en		4.0	4.0							4.0	2
409	fic_1971_14051.txt-667-2	mag_1854_555969.txt-139-11	afternoon	dwug_en	4.0		4.0							4.0	2
412	fic_1971_14051.txt-667-2	mag_1997_428407.txt-43-45	afternoon	dwug_en		3.0	4.0	4.0						4.0	3
413	fic_1971_14051.txt-667-2	nf_1834_755185.txt-2925-9	afternoon	dwug_en				4.0	4.0					4.0	2
414	fic_1971_14051.txt-667-2	nf_1849_762578.txt-1803-0	afternoon	dwug_en	4.0			4.0						4.0	2
415	fic_1971_23878.txt-100-32	fic_1997_54614.txt-159-18	afternoon	dwug_en	4.0		4.0							4.0	2
416	fic_1971_782009.txt-2373-20	fic_2007_34112.txt-95-13	afternoon	dwug_en		4.0	4.0	4.0						4.0	3
418	fic_1974_782013.txt-1545-5	mag_1980_491790.txt-342-2	afternoon	dwug_en	4.0		4.0	4.0						4.0	3
419	fic_1976_10617.txt-1529-5	news_1991_612479.txt-40-20	attack	dwug_en	4.0	2.0		3.0						3.0	3
420	fic_1976_23910.txt-121-6	nf_1834_755185.txt-2925-9	afternoon	dwug_en	4.0			4.0						4.0	2
421	fic_1977_10624.txt-816-11	mag_1828_553929.txt-364-34	attack	dwug_en	3.0		4.0							3.5	2
422	fic_1977_780102.txt-1079-6	fic_1992_40272.txt-627-18	afternoon	dwug_en	3.0		4.0	4.0						4.0	3
423	fic_1980_780048.txt-1170-3	nf_2006_776561.txt-30-8	afternoon	dwug_en		4.0	4.0	4.0						4.0	3
424	fic_1982_780051.txt-4396-7	mag_1828_553929.txt-364-34	attack	dwug_en			1.0	2.0						1.5	2
425	fic_1982_780051.txt-4396-7	mag_1845_555245.txt-299-1	attack	dwug_en		2.0	1.0	3.0						2.0	3
430	fic_1982_780070.txt-3698-5	mag_1828_553929.txt-364-34	attack	dwug_en	3.0	2.0		3.0			2.0			2.5	4
433	fic_1983_782026.txt-2184-5	fic_1987_780057.txt-318-5	afternoon	dwug_en		3.0	4.0							3.5	2
434	fic_1984_14628.txt-868-5	fic_1992_40272.txt-627-18	afternoon	dwug_en	4.0		4.0	4.0						4.0	3
435	fic_1985_780062.txt-118-13	mag_1828_553929.txt-364-34	attack	dwug_en	3.0	2.0	3.0							3.0	3
436	fic_1986_782031.txt-439-25	nf_1834_755185.txt-2925-9	afternoon	dwug_en	4.0			4.0						4.0	2
437	fic_1986_782032.txt-5195-1	mag_1828_553929.txt-364-34	attack	dwug_en	4.0			2.0			3.0			3.0	3
440	fic_1987_780057.txt-318-5	fic_1992_40272.txt-627-18	afternoon	dwug_en					4.0	4.0				4.0	2
444	fic_1987_780057.txt-318-5	news_1968_727538.txt-57-7	afternoon	dwug_en			4.0	4.0						4.0	2
446	fic_1987_780057.txt-318-5	nf_1849_762578.txt-1803-0	afternoon	dwug_en				4.0		4.0				4.0	2
448	fic_1987_780057.txt-318-5	nf_2008_774723.txt-0-8	afternoon	dwug_en	4.0	4.0								4.0	2
449	fic_1987_780058.txt-2587-3	mag_1980_491790.txt-342-2	afternoon	dwug_en	4.0			4.0						4.0	2
450	fic_1987_782033.txt-287-7	mag_1854_555935.txt-131-30	attack	dwug_en	4.0		3.0	3.0						3.0	3
451	fic_1987_782033.txt-287-7	news_1991_612479.txt-40-20	attack	dwug_en	3.0		3.0							3.0	2
452	fic_1988_10770.txt-925-3	fic_1992_40272.txt-627-18	afternoon	dwug_en				4.0		4.0				4.0	2
453	fic_1988_10770.txt-925-3	mag_1855_556005.txt-194-2	afternoon	dwug_en	4.0					4.0				4.0	2
454	fic_1988_10770.txt-925-3	mag_1968_490661.txt-153-13	afternoon	dwug_en	4.0		4.0	4.0						4.0	3
455	fic_1988_10770.txt-925-3	mag_1968_490662.txt-89-5	afternoon	dwug_en	4.0		4.0	4.0						4.0	3
459	fic_1988_780054.txt-2791-11	mag_1828_553929.txt-364-34	attack	dwug_en	3.0		2.0	2.0			2.0			2.0	4
460	fic_1988_780054.txt-2791-11	mag_1854_555935.txt-131-30	attack	dwug_en		3.0	3.0							3.0	2
463	fic_1992_40272.txt-627-18	fic_2006_51045.txt-778-3	afternoon	dwug_en	4.0			4.0						4.0	2
465	fic_1992_40272.txt-627-18	nf_1849_762578.txt-1803-0	afternoon	dwug_en	3.0			4.0						3.5	2
466	fic_1993_1040092.txt-5145-7	mag_1855_556005.txt-194-2	afternoon	dwug_en			2.0	4.0						3.0	2
467	fic_1993_25005.txt-782-34	mag_1984_432163.txt-74-2	afternoon	dwug_en	4.0	4.0								4.0	2
468	fic_1993_25026.txt-440-9	news_1991_612479.txt-40-20	attack	dwug_en		4.0	2.0							3.0	2
469	fic_1993_25029.txt-2315-14	mag_1980_491790.txt-342-2	afternoon	dwug_en		4.0		4.0						4.0	2
473	fic_1993_25035.txt-820-7	mag_2005_379002.txt-22-10	attack	dwug_en	3.0	2.0		3.0						3.0	3
474	fic_1993_25035.txt-820-7	news_1965_724563.txt-1-1	attack	dwug_en	3.0	3.0		2.0						3.0	3
476	fic_1993_25035.txt-820-7	news_1998_626765.txt-4-8	attack	dwug_en	3.0	2.0	2.0	2.0	4.0					2.0	5
477	fic_1993_25035.txt-820-7	nf_1964_773930.txt-468-27	attack	dwug_en			1.0	3.0						2.0	2
478	fic_1993_53896.txt-67-8	mag_1980_491790.txt-342-2	afternoon	dwug_en	4.0	4.0	4.0							4.0	3
482	fic_1994_54174.txt-61-23	news_1982_671107.txt-19-96	attack	dwug_en		2.0	2.0				2.0			2.0	3
483	fic_1997_54614.txt-159-18	fic_1999_44564.txt-215-2	afternoon	dwug_en	4.0	3.0	4.0							4.0	3
484	fic_1997_54614.txt-159-18	fic_2000_28733.txt-1-8	afternoon	dwug_en	4.0		4.0	4.0						4.0	3
486	fic_1997_54614.txt-159-18	mag_1848_565759.txt-119-14	afternoon	dwug_en	4.0		4.0	4.0						4.0	3
487	fic_1997_54614.txt-159-18	mag_1983_326806.txt-11-8	afternoon	dwug_en	4.0			4.0						4.0	2
490	fic_1997_54614.txt-159-18	nf_2005_775713.txt-23-7	afternoon	dwug_en	4.0		4.0	4.0						4.0	3
492	fic_1998_43533.txt-4-2	news_1991_612479.txt-40-20	attack	dwug_en	4.0	2.0					2.0			2.0	3
493	fic_2000_29245.txt-31-12	mag_1828_553929.txt-364-34	attack	dwug_en	3.0	3.0								3.0	2
497	fic_2001_13289.txt-335-18	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0		4.0						3.0	3
499	fic_2001_13566.txt-158-6	mag_1828_553929.txt-364-34	attack	dwug_en	4.0		3.0	2.0						3.0	3
500	fic_2002_30623.txt-303-9	mag_1828_553929.txt-364-34	attack	dwug_en			2.0	2.0						2.0	2
502	fic_2002_30623.txt-303-9	mag_1972_278489.txt-11-19	attack	dwug_en	4.0	4.0					4.0			4.0	3
508	fic_2004_49050.txt-745-14	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0		3.0						3.0	3
510	fic_2007_34112.txt-95-13	nf_1839_747920.txt-1978-13	afternoon	dwug_en			4.0	4.0						4.0	2
513	fic_2008_36241.txt-90-1	mag_1822_553391.txt-14-32	afternoon	dwug_en			4.0	4.0						4.0	2
515	fic_2008_36241.txt-90-1	news_2005_666450.txt-44-2	afternoon	dwug_en		3.0	4.0	4.0						4.0	3
518	fic_2008_36241.txt-90-1	nf_1854_750816.txt-2503-1	afternoon	dwug_en			4.0	4.0						4.0	2
520	fic_2009_36778.txt-461-18	mag_1834_554263.txt-216-17	attack	dwug_en	3.0	3.0	2.0							3.0	3
522	fic_2009_36778.txt-461-18	mag_1854_555935.txt-131-30	attack	dwug_en	2.0	2.0		2.0		3.0	2.0			2.0	5
523	fic_2009_36778.txt-461-18	mag_1856_590811.txt-90-38	attack	dwug_en	3.0		2.0	3.0						3.0	3
525	fic_2009_36778.txt-461-18	mag_2004_365334.txt-2-9	attack	dwug_en	3.0	3.0								3.0	2
526	fic_2009_36778.txt-461-18	news_1964_724184.txt-2-34	attack	dwug_en	4.0			3.0						3.5	2
527	fic_2009_36778.txt-461-18	news_1966_725841.txt-34-33	attack	dwug_en	4.0			3.0	4.0	2.0				3.5	4
529	fic_2009_36778.txt-461-18	news_1994_606745.txt-26-26	attack	dwug_en	3.0					4.0				3.5	2
530	fic_2009_36778.txt-461-18	nf_1829_751465.txt-2786-42	attack	dwug_en	4.0	3.0	2.0	3.0						3.0	4
532	fic_2009_36778.txt-461-18	nf_1847_754437.txt-3107-5	attack	dwug_en	3.0		2.0	4.0						3.0	3
534	mag_1822_553405.txt-347-16	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0								3.0	2
535	mag_1823_553456.txt-249-22	news_1966_725841.txt-34-33	attack	dwug_en	4.0		2.0	3.0			2.0			2.5	4
536	mag_1823_553456.txt-249-22	news_1991_612479.txt-40-20	attack	dwug_en	3.0			4.0						3.5	2
538	mag_1825_553609.txt-140-54	news_1967_726451.txt-39-2	attack	dwug_en		4.0	4.0	4.0						4.0	3
539	mag_1825_553609.txt-140-54	news_1991_612479.txt-40-20	attack	dwug_en	3.0			3.0						3.0	2
540	mag_1828_553929.txt-364-34	mag_1830_554067.txt-275-32	attack	dwug_en		3.0		4.0						3.5	2
542	mag_1828_553929.txt-364-34	mag_1832_564345.txt-180-28	attack	dwug_en				2.0			2.0			2.0	2
544	mag_1828_553929.txt-364-34	mag_1838_554586.txt-186-30	attack	dwug_en		3.0		2.0						2.5	2
549	mag_1828_553929.txt-364-34	mag_1840_586558.txt-81-14	attack	dwug_en	3.0			3.0						3.0	2
550	mag_1828_553929.txt-364-34	mag_1845_555245.txt-102-19	attack	dwug_en	4.0			3.0						3.5	2
552	mag_1828_553929.txt-364-34	mag_1846_524014.txt-303-22	attack	dwug_en	3.0	3.0		2.0			2.0			2.5	4
553	mag_1828_553929.txt-364-34	mag_1849_525337.txt-118-18	attack	dwug_en		2.0	4.0				4.0			4.0	3
554	mag_1828_553929.txt-364-34	mag_1853_590234.txt-200-60	attack	dwug_en		3.0		2.0						2.5	2
555	mag_1828_553929.txt-364-34	mag_1854_555935.txt-131-30	attack	dwug_en	2.0	4.0		2.0			2.0			2.0	4
556	mag_1828_553929.txt-364-34	mag_1856_566684.txt-393-12	attack	dwug_en	3.0	3.0								3.0	2
558	mag_1828_553929.txt-364-34	mag_1858_506134.txt-148-19	attack	dwug_en	3.0	3.0		2.0						3.0	3
560	mag_1828_553929.txt-364-34	mag_1962_492071.txt-8-21	attack	dwug_en	3.0	2.0	3.0	2.0						2.5	4
562	mag_1828_553929.txt-364-34	mag_1970_282294.txt-7-3	attack	dwug_en	3.0		2.0							2.5	2
563	mag_1828_553929.txt-364-34	mag_1970_315464.txt-8-1	attack	dwug_en		3.0		2.0			3.0			3.0	3
565	mag_1828_553929.txt-364-34	mag_1978_318618.txt-11-36	attack	dwug_en		3.0	4.0	2.0						3.0	3
566	mag_1828_553929.txt-364-34	mag_1980_296744.txt-5-30	attack	dwug_en		3.0	3.0							3.0	2
567	mag_1828_553929.txt-364-34	mag_1981_295135.txt-17-16	attack	dwug_en	4.0		4.0							4.0	2
568	mag_1828_553929.txt-364-34	mag_1981_322209.txt-3-7	attack	dwug_en				4.0					3.0	3.5	2
569	mag_1828_553929.txt-364-34	mag_1984_299534.txt-14-19	attack	dwug_en	3.0		3.0	2.0						3.0	3
570	mag_1828_553929.txt-364-34	mag_1990_342663.txt-0-16	attack	dwug_en	4.0	3.0	3.0	2.0						3.0	4
571	mag_1828_553929.txt-364-34	mag_1990_397100.txt-83-6	attack	dwug_en	4.0		3.0							3.5	2
576	mag_1828_553929.txt-364-34	mag_2002_397275.txt-24-3	attack	dwug_en		3.0	3.0							3.0	2
577	mag_1828_553929.txt-364-34	mag_2004_365334.txt-2-9	attack	dwug_en		2.0		2.0			2.0			2.0	3
578	mag_1828_553929.txt-364-34	mag_2005_379002.txt-22-10	attack	dwug_en		2.0					2.0			2.0	2
579	mag_1828_553929.txt-364-34	mag_2005_379087.txt-0-11	attack	dwug_en	4.0		3.0	2.0						3.0	3
580	mag_1828_553929.txt-364-34	news_1960_721229.txt-32-12	attack	dwug_en	4.0			4.0						4.0	2
584	mag_1828_553929.txt-364-34	news_1967_726451.txt-39-2	attack	dwug_en				2.0			2.0			2.0	2
585	mag_1828_553929.txt-364-34	news_1972_729986.txt-6-2	attack	dwug_en		4.0	4.0	4.0						4.0	3
586	mag_1828_553929.txt-364-34	news_1972_730368.txt-11-20	attack	dwug_en		3.0	2.0							2.5	2
589	mag_1828_553929.txt-364-34	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0	3.0	2.0						3.0	4
590	mag_1828_553929.txt-364-34	news_1992_605779.txt-41-29	attack	dwug_en	3.0	3.0		2.0						3.0	3
591	mag_1828_553929.txt-364-34	news_1997_611600.txt-65-2	attack	dwug_en			3.0	2.0			2.0			2.0	3
593	mag_1828_553929.txt-364-34	news_2004_640221.txt-13-20	attack	dwug_en	3.0	2.0	3.0							3.0	3
595	mag_1828_553929.txt-364-34	nf_1824_747448.txt-3506-12	attack	dwug_en		3.0	3.0							3.0	2
598	mag_1828_553929.txt-364-34	nf_1832_758144.txt-1353-3	attack	dwug_en	3.0			2.0			2.0			2.0	3
600	mag_1828_553929.txt-364-34	nf_1840_768793.txt-1045-33	attack	dwug_en		3.0	4.0							3.5	2
601	mag_1828_553929.txt-364-34	nf_1841_762742.txt-1051-5	attack	dwug_en	3.0	2.0		2.0				4.0		2.5	4
603	mag_1828_553929.txt-364-34	nf_1844_749098.txt-536-37	attack	dwug_en	4.0			2.0			2.0			2.0	3
604	mag_1828_553929.txt-364-34	nf_1845_747928.txt-826-66	attack	dwug_en	3.0		4.0	2.0						3.0	3
606	mag_1828_553929.txt-364-34	nf_1849_772497.txt-842-8	attack	dwug_en	3.0			2.0						2.5	2
607	mag_1828_553929.txt-364-34	nf_1859_747415.txt-25-18	attack	dwug_en	4.0	2.0	4.0	2.0			4.0			4.0	5
608	mag_1828_553929.txt-364-34	nf_1975_773861.txt-1436-17	attack	dwug_en	3.0	3.0								3.0	2
609	mag_1828_553929.txt-364-34	nf_2001_746295.txt-103-27	attack	dwug_en		3.0		2.0						2.5	2
610	mag_1828_553929.txt-364-34	nf_2004_775819.txt-7-21	attack	dwug_en		2.0		2.0						2.0	2
611	mag_1828_553929.txt-364-34	nf_2008_774816.txt-78-20	attack	dwug_en	4.0		3.0							3.5	2
613	mag_1832_564239.txt-203-30	news_1998_626765.txt-4-8	attack	dwug_en	4.0			4.0						4.0	2
614	mag_1832_564307.txt-140-16	news_1982_671107.txt-19-96	attack	dwug_en	4.0	4.0								4.0	2
615	mag_1832_564307.txt-140-16	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0								3.0	2
616	mag_1832_564345.txt-180-28	mag_1990_342663.txt-0-16	attack	dwug_en				4.0				4.0		4.0	2
620	mag_1838_554638.txt-13-21	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0								3.0	2
622	mag_1838_586203.txt-253-10	mag_2002_398773.txt-149-9	attack	dwug_en				2.0					3.0	2.5	2
624	mag_1840_586558.txt-356-49	news_1998_626765.txt-4-8	attack	dwug_en	4.0	4.0								4.0	2
625	mag_1840_586558.txt-81-14	mag_1845_555245.txt-299-1	attack	dwug_en	3.0	3.0								3.0	2
626	mag_1845_555245.txt-102-19	mag_1845_555245.txt-299-1	attack	dwug_en		3.0	4.0							3.5	2
627	mag_1845_555245.txt-299-1	mag_1999_397639.txt-186-35	attack	dwug_en		3.0	2.0	3.0						3.0	3
628	mag_1845_555245.txt-299-1	mag_2000_368897.txt-14-26	attack	dwug_en	3.0	2.0	2.0	2.0			2.0			2.0	5
630	mag_1845_555245.txt-299-1	mag_2001_416183.txt-158-8	attack	dwug_en	2.0	2.0		3.0						2.0	3
631	mag_1845_555245.txt-299-1	news_1967_726451.txt-39-2	attack	dwug_en	3.0			2.0		4.0				3.0	3
633	mag_1845_555245.txt-299-1	news_1991_612479.txt-40-20	attack	dwug_en	2.0	3.0			4.0					3.0	3
634	mag_1845_555245.txt-299-1	news_1994_606745.txt-26-26	attack	dwug_en	3.0			3.0						3.0	2
636	mag_1846_524014.txt-26-2	mag_1854_555935.txt-131-30	attack	dwug_en		3.0		3.0						3.0	2
638	mag_1846_524014.txt-26-2	news_1991_612479.txt-40-20	attack	dwug_en	3.0		4.0							3.5	2
639	mag_1846_524014.txt-26-2	nf_1829_751465.txt-2786-42	attack	dwug_en				4.0				3.0		3.5	2
644	mag_1849_525337.txt-118-18	mag_1854_555935.txt-131-30	attack	dwug_en	4.0	2.0	3.0	2.0						2.5	4
647	mag_1850_589167.txt-126-1	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0	3.0							3.0	3
648	mag_1850_589167.txt-126-1	nf_1982_774241.txt-1410-26	attack	dwug_en								3.0	1.0	2.0	2
649	mag_1853_590163.txt-199-32	mag_2005_379002.txt-22-10	attack	dwug_en	3.0						4.0			3.5	2
650	mag_1853_590163.txt-199-32	news_1991_612479.txt-40-20	attack	dwug_en		3.0	3.0							3.0	2
653	mag_1853_590234.txt-200-60	news_1982_671107.txt-19-96	attack	dwug_en		3.0	4.0							3.5	2
654	mag_1854_555935.txt-131-30	news_1961_722130.txt-4-23	attack	dwug_en	4.0		2.0	3.0						3.0	3
655	mag_1854_555935.txt-131-30	news_1982_671107.txt-19-96	attack	dwug_en	2.0		3.0	3.0						3.0	3
657	mag_1854_555935.txt-131-30	nf_1962_773607.txt-311-2	attack	dwug_en	3.0	2.0		3.0						3.0	3
659	mag_1854_555935.txt-131-30	nf_1994_773891.txt-987-21	attack	dwug_en		3.0	4.0							3.5	2
660	mag_1855_556005.txt-194-2	mag_1964_312091.txt-0-4	afternoon	dwug_en	4.0		2.0	4.0						4.0	3
661	mag_1855_556005.txt-194-2	nf_1834_755185.txt-2925-9	afternoon	dwug_en					4.0	4.0				4.0	2
662	mag_1855_556005.txt-194-2	nf_1854_747477.txt-3338-37	afternoon	dwug_en	4.0	3.0								3.5	2
666	mag_1856_566684.txt-393-12	news_1967_726451.txt-39-2	attack	dwug_en		3.0	4.0							3.5	2
669	mag_1968_212735.txt-7-17	news_1991_612479.txt-40-20	attack	dwug_en	4.0	2.0		3.0			2.0			2.5	4
671	mag_1970_282294.txt-7-3	news_1967_726451.txt-39-2	attack	dwug_en	4.0		1.0	3.0						3.0	3
673	mag_1972_278489.txt-11-19	mag_2005_379095.txt-6-29	attack	dwug_en								3.0	1.0	2.0	2
675	mag_1972_278489.txt-11-19	nf_1841_762742.txt-1051-5	attack	dwug_en				2.0					2.0	2.0	2
676	mag_1980_296543.txt-17-11	news_1991_612479.txt-40-20	attack	dwug_en	4.0			3.0						3.5	2
679	mag_1980_491790.txt-342-2	nf_1857_753133.txt-1759-5	afternoon	dwug_en					4.0	4.0				4.0	2
680	mag_1981_322209.txt-3-7	mag_2002_371999.txt-12-46	attack	dwug_en	4.0	3.0	4.0							4.0	3
681	mag_1981_322209.txt-3-7	news_1967_726451.txt-39-2	attack	dwug_en	4.0		4.0							4.0	2
682	mag_1981_322209.txt-3-7	news_1991_612479.txt-40-20	attack	dwug_en	3.0			2.0						2.5	2
683	mag_1982_490856.txt-85-5	news_1966_725841.txt-34-33	attack	dwug_en		2.0	2.0	3.0			2.0			2.0	4
684	mag_1982_490856.txt-85-5	news_1991_612479.txt-40-20	attack	dwug_en			3.0	4.0						3.5	2
686	mag_1986_432304.txt-168-36	news_1991_612479.txt-40-20	attack	dwug_en			3.0	3.0						3.0	2
693	mag_2001_412321.txt-16-4	news_1991_612479.txt-40-20	attack	dwug_en			3.0	3.0						3.0	2
695	mag_2002_371999.txt-12-46	news_1991_612479.txt-40-20	attack	dwug_en		4.0		3.0						3.5	2
696	mag_2002_371999.txt-12-46	nf_1844_749098.txt-1617-40	attack	dwug_en	4.0	4.0	4.0							4.0	3
699	mag_2002_387140.txt-2-2	news_1991_612479.txt-40-20	attack	dwug_en	3.0			3.0						3.0	2
701	mag_2002_398773.txt-149-9	news_1991_612479.txt-40-20	attack	dwug_en	3.0			3.0				4.0		3.0	3
704	mag_2005_379095.txt-6-29	news_1991_612479.txt-40-20	attack	dwug_en		3.0		3.0						3.0	2
705	mag_2005_379095.txt-6-29	news_1994_606745.txt-26-26	attack	dwug_en		4.0	4.0							4.0	2
706	mag_2005_397463.txt-63-5	news_1967_726451.txt-39-2	attack	dwug_en		4.0		4.0						4.0	2
707	mag_2005_397463.txt-63-5	news_1991_612479.txt-40-20	attack	dwug_en	4.0	3.0								3.5	2
709	mag_2005_417079.txt-188-8	news_1991_612479.txt-40-20	attack	dwug_en	3.0	3.0								3.0	2
714	mag_2007_387325.txt-12-20	news_1991_612479.txt-40-20	attack	dwug_en		2.0	3.0	3.0						3.0	3
720	news_1961_722130.txt-4-23	nf_1844_749098.txt-1617-40	attack	dwug_en								3.0	2.0	2.5	2
722	news_1965_724563.txt-1-1	news_1991_612479.txt-40-20	attack	dwug_en		3.0					2.0			2.5	2
725	news_1966_725841.txt-34-33	news_1982_671107.txt-19-96	attack	dwug_en				4.0	4.0					4.0	2
727	news_1966_725841.txt-34-33	nf_2001_746295.txt-103-27	attack	dwug_en	3.0		4.0							3.5	2
728	news_1966_725841.txt-34-33	nf_2001_746877.txt-82-18	attack	dwug_en		2.0		3.0			2.0			2.0	3
729	news_1967_726451.txt-39-2	news_1998_626765.txt-4-8	attack	dwug_en					4.0	4.0				4.0	2
730	news_1967_726451.txt-39-2	nf_1832_758144.txt-1353-3	attack	dwug_en	4.0	3.0								3.5	2
732	news_1967_726451.txt-39-2	nf_1977_773747.txt-57-27	attack	dwug_en	4.0	4.0	2.0							4.0	3
733	news_1967_726451.txt-39-2	nf_2004_775819.txt-7-21	attack	dwug_en		4.0	4.0							4.0	2
734	news_1968_727226.txt-22-9	news_1991_612479.txt-40-20	attack	dwug_en	3.0		4.0	2.0						3.0	3
735	news_1968_727226.txt-22-9	news_1994_606745.txt-26-26	attack	dwug_en		3.0		3.0						3.0	2
737	news_1971_729575.txt-35-24	nf_1849_762578.txt-1803-0	afternoon	dwug_en	4.0	4.0	4.0							4.0	3
739	news_1977_733365.txt-24-10	news_1991_612479.txt-40-20	attack	dwug_en	3.0			3.0						3.0	2
740	news_1984_670941.txt-14-43	news_1997_611600.txt-65-2	attack	dwug_en				4.0				3.0		3.5	2
741	news_1986_670444.txt-28-17	news_1991_612479.txt-40-20	attack	dwug_en	3.0		3.0							3.0	2
743	news_1987_669591.txt-19-7	news_1994_606745.txt-26-26	attack	dwug_en	4.0	3.0	4.0							4.0	3
744	news_1987_670531.txt-11-7	news_1991_612479.txt-40-20	attack	dwug_en		3.0		3.0						3.0	2
746	news_1989_669714.txt-32-21	news_1991_612479.txt-40-20	attack	dwug_en		3.0	2.0				3.0			3.0	3
748	news_1991_612479.txt-40-20	news_2001_661977.txt-17-13	attack	dwug_en	3.0	4.0								3.5	2
750	news_1991_612479.txt-40-20	nf_1836_747718.txt-1726-17	attack	dwug_en		3.0		3.0						3.0	2
751	news_1991_612479.txt-40-20	nf_1836_747779.txt-1982-14	attack	dwug_en		3.0	3.0							3.0	2
754	news_1991_612479.txt-40-20	nf_1845_748321.txt-2041-23	attack	dwug_en	3.0			3.0						3.0	2
755	news_1991_612479.txt-40-20	nf_1847_754437.txt-1509-47	attack	dwug_en	3.0		4.0	3.0						3.0	3
756	news_1991_612479.txt-40-20	nf_1962_773607.txt-311-2	attack	dwug_en	3.0			3.0						3.0	2
758	news_1991_612479.txt-40-20	nf_1966_773935.txt-336-23	attack	dwug_en	3.0	3.0	4.0							3.0	3
760	news_1991_612479.txt-40-20	nf_1977_773747.txt-57-27	attack	dwug_en		3.0	3.0							3.0	2
762	news_1991_612479.txt-40-20	nf_1994_773891.txt-987-21	attack	dwug_en	3.0			4.0						3.5	2
763	news_1991_612479.txt-40-20	nf_2001_746877.txt-82-18	attack	dwug_en	3.0		3.0							3.0	2
766	news_1994_606745.txt-26-26	nf_1821_749178.txt-186-12	attack	dwug_en	4.0	3.0	3.0	4.0						3.5	4
767	news_1994_606745.txt-26-26	nf_1841_762742.txt-1051-5	attack	dwug_en			4.0	4.0						4.0	2
769	news_1998_626765.txt-4-8	news_2001_661977.txt-17-13	attack	dwug_en	3.0		4.0	3.0						3.0	3
770	news_1998_626765.txt-4-8	news_2001_661984.txt-79-12	attack	dwug_en	4.0		4.0							4.0	2
772	news_2001_661977.txt-17-13	news_2004_640221.txt-13-20	attack	dwug_en				3.0			2.0	4.0		3.0	3
776	nf_1844_749098.txt-536-37	nf_2001_746295.txt-103-27	attack	dwug_en								4.0	4.0	4.0	2
778	nf_1849_749269.txt-111-33	nf_1857_753133.txt-1759-5	afternoon	dwug_en	4.0		4.0							4.0	2
779	nf_1849_749269.txt-547-35	nf_2006_776561.txt-30-8	afternoon	dwug_en	4.0		4.0	4.0						4.0	3
780	nf_1849_762578.txt-1803-0	nf_1851_771607.txt-2494-73	afternoon	dwug_en	4.0		4.0							4.0	2
781	nf_1857_753133.txt-1759-5	nf_1970_774329.txt-642-27	afternoon	dwug_en	4.0	3.0								3.5	2
