lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized	context_pos	context_normalized
Tier	NN	1814	1	treviranus_biologie04_1814-4341-4	 	Aber im Zwölffingerdarm dieser Thiere konnte ich sie noch deutlich erkennen.	31:37	0:76	Aber im Zwölffingerdarm dieser Thiere konnte ich sie noch deutlich erkennen .	4	0:12	aber im Zwölffingerdarm diese Tier können ich sie noch deutlich erkennen .	KON APPRART NN PDAT NN VMFIN PPER PPER ADV ADJD VVINF $.	Aber im Zwölffingerdarm dieser Tiere konnte ich sie noch deutlich erkennen .
Tier	NN	1876	1	berg_ostasienzoologie01_1876-1509-65	 	Auch die Argonauta ist in Japan bekannt und führt in der Encyclopädie die Namen kai-tako, Schalen-Octopus, und tako-fune, Octopus-Schiff; sie ist richtig schwimmend, nicht segelnd, dargestellt, aber die beiden Namen lassen es zweifelhaft, welche Partei die japanischen Gelehrten in dem Streit ergriffen haben, welcher vor einiger Zeit in der europäischen Wissenschaft über die Zusammengehörigkeit des lebenden Thieres und der Schale geführt wurde; jedenfalls ist es auffallend, dass Argonauta in der Encyclopädie unmittelbar auf den Einsiedlerkrebs folgt, welcher übrigens auch unter den Schalthieren steht.	410:417	0:607	Auch die Argonauta ist in Japan bekannt und führt in der Encyclopädie die Namen kai-tako , Schalen-Octopus , und tako-fune , Octopus-Schiff ; sie ist richtig schwimmend , nicht segelnd , dargestellt , aber die beiden Namen lassen es zweifelhaft , welche Partei die japanischen Gelehrten in dem Streit ergriffen haben , welcher vor einiger Zeit in der europäischen Wissenschaft über die Zusammengehörigkeit des lebenden Thieres und der Schale geführt wurde ; jedenfalls ist es auffallend , dass Argonauta in der Encyclopädie unmittelbar auf den Einsiedlerkrebs folgt , welcher übrigens auch unter den Schalthieren steht .	65	0:96	auch d Argonaut sein in Japan bekannt und führen in d Enzyklopädie d Name Kai-Tako , Schalen-Octopus , und Tako-Fune , Octopus-Schiff ; sie sein richtig schwimmen , nicht segeln , darstellen , aber d beide Name lassen es zweifelhaft , welche Partei d japanisch Gelehrte in d Streit ergreifen haben , welche vor einige Zeit in d europäisch Wissenschaft über d Zusammengehörigkeit d lebend Tier und d Schale führen werden ; jedenfalls sein es auffallend , dass Argonaut in d Enzyklopädie unmittelbar auf d Einsiedlerkrebs folgen , welche übrigens auch unter d Schaltier stehen .	ADV ART NN VAFIN APPR NE PTKVZ KON VVFIN APPR ART NN ART NN NE $, NE $, KON NE $, NE $. PPER VAFIN ADJD VVPP $, PTKNEG VVPP $, VVPP $, ADV ART PIAT NN VVFIN PPER ADJD $, PWAT NN ART ADJA NN APPR ART NN VVPP VAINF $, PRELS APPR PIAT NN APPR ART ADJA NN APPR ART NN ART ADJA NN KON ART NN VVPP VAFIN $. ADV VAFIN PPER ADJD $, KOUS NN APPR ART NN ADJD APPR ART NN VVFIN $, PRELS ADV ADV APPR ART NN VVFIN $.	Auch die Argonaut ist in Japan bekannt und führt in der Enzyklopädie die Namen kai-tako , Schalen-Octopus , und tako-fune , Octopus-Schiff ; sie ist richtig schwimmend , nicht segelnd , dargestellt , aber die beiden Namen lassen es zweifelhaft , welche Partei die japanischen Gelehrten in dem Streit ergriffen haben , welcher vor einiger Zeit in der europäischen Wissenschaft über die Zusammengehörigkeit des lebenden Tieres und der Schale geführt wurde ; jedenfalls ist es auffallend , dass Argonaut in der Enzyklopädie unmittelbar auf den Einsiedlerkrebs folgt , welcher übrigens auch unter den Schaltieren steht .
Tier	NN	1814	1	blumenbach_naturgeschichte_1814-303-47	 	Da aber von der bestimmten Bildung der organisirten Körper, besonders der Thiere, die behörige und für den Gang der Schöpfung so äußerst wichtige Vollziehung ihrer Geschäfte abhängt, so ist es eine weise Einrichtung in der Natur, daß erstens, wenigstens unter den rothblütigen Thieren, in ihrem freyen Natur-Zustande meines Wissens niemahls eine Paarung und Vermischung unter zweyerley Gattungen bemerkt worden; zweytens aber die Bastarde überhaupt meistentheils unfruchtbar, und nur sehr selten im Stande sind, ihr Geschlecht weiter fortzupflanzen.	277:284	0:549	Da aber von der bestimmten Bildung der organisirten Körper , besonders der Thiere , die behörige und für den Gang der Schöpfung so äußerst wichtige Vollziehung ihrer Geschäfte abhängt , so ist es eine weise Einrichtung in der Natur , daß erstens , wenigstens unter den rothblütigen Thieren , in ihrem freyen Natur-Zustande meines Wissens niemahls eine Paarung und Vermischung unter zweyerley Gattungen bemerkt worden ; zweytens aber die Bastarde überhaupt meistentheils unfruchtbar , und nur sehr selten im Stande sind , ihr Geschlecht weiter fortzupflanzen .	47	0:87	da aber von d bestimmt Bildung d organisiert Körper , besonders d Tier , d gehörig und für d Gang d Schöpfung so äußerst wichtig Vollziehung ihr Geschäft abhängen , so sein es eine weise Einrichtung in d Natur , daß erstens , wenigstens unter d rotblutig Tier , in ihr frei Natur-Zustand meine Wissen niemals eine Paarung und Vermischung unter zweierlei Gattung bemerken werden ; zweitens aber d Bastard überhaupt meistenteils unfruchtbar , und nur sehr selten im Stand sein , ihr Geschlecht weiter fortpflanzen .	ADV ADV APPR ART ADJA NN ART ADJA NN $, ADV ART NN $, ART ADJA KON APPR ART NN ART NN ADV ADV ADJA NN PPOSAT NN VVFIN $, ADV VAFIN PPER ART ADJA NN APPR ART NN $, KOUS ADV $, ADV APPR ART ADJA NN $, APPR PPOSAT ADJA NN PPOSAT NN ADV ART NN KON NN APPR PIAT NN VVPP VAPP $. ADV ADV ART NN ADV ADV ADJD $, KON ADV ADV ADJD APPRART NN VAFIN $, PPOSAT NN ADV VVIZU $.	Da aber von der bestimmten Bildung der organisierten Körper , besonders der Tiere , die gehörige und für den Gang der Schöpfung so äußerst wichtige Vollziehung ihrer Geschäfte abhängt , so ist es eine weise Einrichtung in der Natur , daß erstens , wenigstens unter den rotblutigen Tieren , in ihrem freien Natur-Zustande meines Wissens niemals eine Paarung und Vermischung unter zweierlei Gattungen bemerkt worden ; zweitens aber die Bastarde überhaupt meistenteils unfruchtbar , und nur sehr selten im Stande sind , ihr Geschlecht weiter fortzupflanzen .
Tier	NN	1837	1	grimm_maerchen01_1837-1815-52	 	‘ Nun,’ sagte der alte Schneider ‘ hat die Ziege ihr gehöriges Futter? ’ ‘ O,’ antwortete der Sohn, ‘ die ist so satt, sie mag kein Blatt. ’ Der Vater aber wollte sich selbst überzeugen, gieng hinab in den Stall, streichelte das liebe Thier, und fragte ‘Ziege, bist du auch satt? ’	235:240	0:281	‘ Nun ,’ sagte der alte Schneider ‘ hat die Ziege ihr gehoͤriges Futter ? ’ ‘ O ,’ antwortete der Sohn , ‘ die ist so satt , sie mag kein Blatt . ’ Der Vater aber wollte sich selbst uͤberzeugen , gieng hinab in den Stall , streichelte das liebe Thier , und fragte ‘Ziege , bist du auch satt ? ’	52	0:64	' nun ,' sagen d alt Schneider ' haben d Ziege ihr gehörig Futter ? ' ' O ,' antworten d Sohn , ' die sein so satt , sie mögen keine Blatt . ' d Vater aber wollen sich selbst überzeugen , gehen hinab in d Stall , streicheln d lieb Tier , und fragen 'ziege , sein du auch satt ? '	$( ADV $( VVFIN ART ADJA NE $( VAFIN ART NN PPOSAT ADJA NN $. $( $( NE $( VVFIN ART NN $, $( PDS VAFIN ADV ADJD $, PPER VMFIN PIAT NN $. $( ART NN ADV VMFIN PRF ADV VVINF $, VVFIN ADV APPR ART NN $, VVFIN ART ADJA NN $, KON VVFIN NE $, VAFIN PPER ADV ADJD $. $(	' Nun ,' sagte der alte Schneider ' hat die Ziege ihr gehöriges Futter ? ' ' O ,' antwortete der Sohn , ' die ist so satt , sie mag kein Blatt . ' Der Vater aber wollte sich selbst überzeugen , ging hinab in den Stall , streichelte das liebe Tier , und fragte 'Ziege , bist du auch satt ? '
Tier	NN	1825	1	blumenbach_naturgeschichte_1825-5145-40	 	Manche sind mit seinen Haaren besetzt, und bey den Schmetterlingen rc. die Flügel mit so genannten Federchen, oder vielmehr Schuppen bedeckt, die zum Theil von den schönsten Farben sind: so wie sich überhaupt unter den Insecten Thiere von unbeschreiblicher Schönheit finden.	228:234	0:274	Manche sind mit seinen Haaren besetzt , und bey den Schmetterlingen ꝛc. die Flügel mit so genannten Federchen , oder vielmehr Schuppen bedeckt , die zum Theil von den schönsten Farben sind : so wie sich überhaupt unter den Insecten Thiere von unbeschreiblicher Schönheit finden .	40	0:46	manche sein mit seine Haar besetzen , und bei d Schmetterling etc. d Flügel mit so genennt Federchen , oder vielmehr Schuppen bedecken , die zum Teil von d schön Farbe sein : so wie sich überhaupt unter d Insekt Tier von unbeschreiblich Schönheit finden .	PIS VAFIN APPR PPOSAT NN VVPP $, KON APPR ART NN ADV ART NN APPR ADV ADJA NN $, KON ADV NN VVPP $, PRELS APPRART NN APPR ART ADJA NN VAFIN $. ADV PWAV PRF ADV APPR ART NN NN APPR ADJA NN VVINF $.	Manche sind mit seinen Haaren besetzt , und bei den Schmetterlingen etc. die Flügel mit so genannten Federchen , oder vielmehr Schuppen bedeckt , die zum Teil von den schönsten Farben sind : so wie sich überhaupt unter den Insekten Tiere von unbeschreiblicher Schönheit finden .
Tier	NN	1828	1	baer_thiere_1828-4177-15	 	Auch der Hauptstrom der Blutbewegung geht in Bogen, die nicht mit der Mittellinie des Thiers zusammenfallen.	86:92	0:108	Auch der Hauptstrom der Blutbewegung geht in Bogen , die nicht mit der Mittellinie des Thiers zusammenfallen .	15	0:18	auch d Hauptstrom d Blutbewegung gehen in Bogen , die nicht mit d Mittellinie d Tier zusammenfallen .	ADV ART NN ART NN VVFIN APPR NN $, PRELS PTKNEG APPR ART NN ART NN VVINF $.	Auch der Hauptstrom der Blutbewegung geht in Bogen , die nicht mit der Mittellinie des Tiers zusammenfallen .
Tier	NN	1847	1	vischer_aesthetik0201_1847-353-0	 	Thiere, die nur komisch aufgefaßt werden zu können scheinen, wenn sie nicht häßlich sein sollen, werden doch auch furchtbar, wenn sie in Wuth kommen oder schauderhaft durch verzerrte Nachahmung des Menschlichen wie der Affe.	0:6	0:224	Thiere , die nur komiſch aufgefaßt werden zu können ſcheinen , wenn ſie nicht häßlich ſein ſollen , werden doch auch furchtbar , wenn ſie in Wuth kommen oder ſchauderhaft durch verzerrte Nachahmung des Menſchlichen wie der Affe .	0	0:39	Tier , die nur komisch auffassen werden zu können scheinen , wenn sie nicht häßlich sein sollen , werden doch auch furchtbar , wenn sie in Wut kommen oder schauderhaft durch verzerrt Nachahmung d Menschliche wie d Affe .	NN $, PRELS ADV ADJD VVPP VAINF PTKZU VMINF VVFIN $, KOUS PPER PTKNEG ADJD VAINF VMFIN $, VAFIN ADV ADV ADJD $, KOUS PPER APPR NN VVINF KON ADJD APPR ADJA NN ART NN KOKOM ART NN $.	Tiere , die nur komisch aufgefaßt werden zu können scheinen , wenn sie nicht häßlich sein sollen , werden doch auch furchtbar , wenn sie in Wut kommen oder schauderhaft durch verzerrte Nachahmung des Menschlichen wie der Affe .
Tier	NN	1805	1	blumenbach_anatomie_1805-3109-67	 	So ähnelt sie z. B. unter den Digitatis beym Hasen, Caninchen, Meerschweinchen u. s. w. einer kleinen Flasche die mit ihrem Boden auf der innern Fläche der placenta aufsitzt; beym Iltis einer eyförmigen Blase u. s. w. Bey den Solidungulis kleidet sie die ganze innere Fläche des chorii aus, und schliesst das Füllen mit seinem amnion in sich, und eben bey den Thieren dieser Ordnung findet sich auch am häufigsten (doch auch nicht selten bey Kühen) in dem Wasser der allantois ein gleichsam coagulirtes Sediment in grössern oder kleinen Klumpen verschiedener Form und Anzahl, das längst unter dem wunderlichen Nahmen des Pferdegifts, (Hippomanes) bekannt ist.	360:367	0:659	So ähnelt sie z. B. unter den Digitatis beym Hasen , Caninchen , Meerschweinchen u. s. w. einer kleinen Flasche die mit ihrem Boden auf der innern Fläche der placenta aufsitzt ; beym Iltis einer eyförmigen Blase u. s. w. Bey den Solidungulis kleidet sie die ganze innere Fläche des chorii aus , und schlieſst das Füllen mit seinem amnion in sich , und eben bey den Thieren dieser Ordnung findet sich auch am häufigsten ( doch auch nicht selten bey Kühen ) in dem Wasser der allantois ein gleichsam coagulirtes Sediment in gröſsern oder kleinen Klumpen verschiedener Form und Anzahl , das längst unter dem wunderlichen Nahmen des Pferdegifts , ( Hippomanes ) bekannt ist .	67	0:117	so ähneln sie z. B. unter d Digitatis beim Hase , Kaninchen , Meerschweinchen u. s. W. eine klein Flasche d mit ihr Boden auf d inner Fläche d Placenta aufsitzen ; beim Iltis eine eyförmigen Blase u. s. W. bei d Solidungulis kleiden sie d ganz inner Fläche d Chorii aus , und schließen d Füllen mit seine Amnion in sich , und eben bei d Tier diese Ordnung finden sich auch am häufig ( doch auch nicht selten bei Kuh ) in d Wasser d Allantois eine gleichsam koaguliert Sediment in groß oder klein Klumpen verschieden Form und Anzahl , die längst unter d wunderlich Name d Pferdegift , ( hippomanes ) bekennen sein .	ADV VVFIN PPER APPRART NN APPR ART NN APPRART NN $, NN $, NN KON VVIMP NN ART ADJA NN ART APPR PPOSAT NN APPR ART ADJA NN ART NE VVFIN $. APPRART NN ART ADJA NN APPR VVIMP NE APPR ART NN VVFIN PPER ART ADJA ADJA NN ART NE PTKVZ $, KON VVFIN ART NN APPR PPOSAT NN APPR PRF $, KON ADV APPR ART NN PDAT NN VVFIN PRF ADV APPRART ADJA $( ADV ADV PTKNEG ADJD APPR NN $( APPR ART NN ART NN ART ADJD ADJA NN APPR ADJA KON ADJA NN ADJA NN KON NN $, PRELS ADV APPR ART ADJA NN ART NN $, $( FM $( VVPP VAFIN $.	So ähnelt sie z. B. unter den Digitatis beim Hasen , Kaninchen , Meerschweinchen u. s. w. einer kleinen Flasche die mit ihrem Boden auf der inneren Fläche der placenta aufsitzt ; beim Iltis einer eyförmigen Blase u. s. w. Bei den Solidungulis kleidet sie die ganze innere Fläche des chorii aus , und schließt das Füllen mit seinem Amnion in sich , und eben bei den Tieren dieser Ordnung findet sich auch am häufigsten ( doch auch nicht selten bei Kühen ) in dem Wasser der allantois ein gleichsam koaguliertes Sediment in größeren oder kleinen Klumpen verschiedener Form und Anzahl , das längst unter dem wunderlichen Namen des Pferdegifts , ( Hippomanes ) bekannt ist .
Tier	NN	1805	1	blumenbach_anatomie_1805-129-12	 	12. Merkwürdig bleibt doch, dass dieser bekannte Versuch bey den kaltblütigen Thieren höchstens nur sehr unvollkommen gelingt.	78:85	0:126	12. Merkwürdig bleibt doch , daſs dieser bekannte Versuch bey den kaltblütigen Thieren höchstens nur sehr unvollkommen gelingt .	12	0:19	12. merkwürdig bleiben doch , dass diese bekannt Versuch bei d kaltblütig Tier höchstens nur sehr unvollkommen gelingen .	ADV ADJD VVFIN ADV $, KOUS PDAT ADJA NN APPR ART ADJA NN ADV ADV ADV ADJD VVFIN $.	12. Merkwürdig bleibt doch , dass dieser bekannte Versuch bei den kaltblütigen Tieren höchstens nur sehr unvollkommen gelingt .
Tier	NN	1869	1	brehm_thierleben05_1869-2216-2	 	Die älteren Thiere hänten sich im Laufe des Sommers mehrmals zu unbestimmter Zeit, je stärker und größer sie sind, um so öfterer.	12:18	0:129	Die älteren Thiere hänten ſich im Laufe des Sommers mehrmals zu unbeſtimmter Zeit , je ſtärker und größer ſie ſind , um ſo öfterer .	2	0:25	d alt Tier Hand sich im Lauf d Sommer mehrmals zu unbestimmt Zeit , je stark und groß sie sein , um so oft .	ART ADJA NN NN PRF APPRART NN ART NN ADV APPR ADJA NN $, ADV ADJD KON ADJD PPER VAFIN $, KOUI ADV ADJA $.	Die älteren Tiere Händen sich im Laufe des Sommers mehrmals zu unbestimmter Zeit , je stärker und größer sie sind , um so öfterer .
Tier	NN	1825	1	herbart_psychologie02_1825-5038-1	 	Das Thier würde keinesweges auf die Empfindungen des Augenblicks beschränkt seyn; es würde vielmehr in jedem Zeitpuncte den Gewinn seines ganzen bisherigen Lebens vortrefflich beysammen haben, wenn in allen Theilen der Nerven die frühern Zustände sich gleich wiedererweckten Vorstellungen regen, und dadurch die Seele in der Wieder-Erinnerung unterstützen könnten.	4:9	0:364	Das Thier würde keinesweges auf die Empfindungen des Augenblicks beschränkt seyn ; es würde vielmehr in jedem Zeitpuncte den Gewinn seines ganzen bisherigen Lebens vortrefflich beysammen haben , wenn in allen Theilen der Nerven die frühern Zustände sich gleich wiedererweckten Vorstellungen regen , und dadurch die Seele in der Wieder-Erinnerung unterstützen könnten .	1	0:53	d Tier werden keineswegs auf d Empfindung d Augenblick beschränken sein ; es werden vielmehr in jede Zeitpunkt d Gewinn seine ganz bisherig Leben vortrefflich beisammen haben , wenn in alle Teil d Nerv d früh Zustand sich gleich wiedererweckt Vorstellung rege , und dadurch d Seele in d Wieder-Erinnerung unterstützen können .	ART NN VAFIN ADV APPR ART NN ART NN VVPP VAINF $. PPER VAFIN ADV APPR PIAT NN ART NN PPOSAT ADJA ADJA NN ADJD PTKVZ VAFIN $, KOUS APPR PIAT NN ART NN ART ADJA NN PRF ADV ADJA NN ADJA $, KON PAV ART NN APPR ART NN VVINF VMFIN $.	Das Tier würde keineswegs auf die Empfindungen des Augenblicks beschränkt sein ; es würde vielmehr in jedem Zeitpunkt den Gewinn seines ganzen bisherigen Lebens vortrefflich beisammen haben , wenn in allen Teilen der Nerven die früheren Zustände sich gleich wiedererweckten Vorstellungen regen , und dadurch die Seele in der Wieder-Erinnerung unterstützen könnten .
Tier	NN	1824	1	herbart_psychologie01_1824-1084-32	 	Wenn die Anschauung dahin gelangt, Objecte zu begränzen und zu sondern, so zieht sie auch Linien von diesen Objecten gegen den Mittelpunct hin, worin der Mensch (oder das Thier) sich befindet.	171:176	0:192	Wenn die Anschauung dahin gelangt , Objecte zu begränzen und zu sondern , so zieht sie auch Linien von diesen Objecten gegen den Mittelpunct hin , worin der Mensch ( oder das Thier ) sich befindet .	32	0:37	wenn d Anschauung dahin gelangen , Objekt zu begrenzen und zu sondern , so ziehen sie auch Linie von diese Objekt gegen d Mittelpunkt hin , worin d Mensch ( oder d Tier ) sich befinden .	KOUS ART NN PAV VVPP $, NN PTKZU VVINF KON PTKZU KON $, ADV VVFIN PPER ADV NN APPR PDAT NN APPR ART NN PTKVZ $, PWAV ART NN $( KON ART NN $( PRF VVFIN $.	Wenn die Anschauung dahin gelangt , Objekte zu begrenzen und zu sondern , so zieht sie auch Linien von diesen Objekten gegen den Mittelpunkt hin , worin der Mensch ( oder das Tier ) sich befindet .
Tier	NN	1958	2	26120215_1958_01_17_01_211.tcf.xml-75-4	 	Kein Platz für wilde Tiere (4), Der weite Weg (3); Jahn, Lichtenberg.	21:26	0:69	Kein Platz für wilde Tiere ( 4 ) , Der weite Weg ( 3 ) ; Jahn , Lichtenberg .	4	0:20	kein Platz für wild Tier ( 4 ) , d weit Weg ( 3 ) ; Jahn , Lichtenberg .	PIAT NN APPR ADJA NN $( CARD $( $, ART ADJA NN $( CARD $( $. NE $, NE $.	
Tier	NN	1964	2	2532889X_1964-12-02_01_124.tcf.xml-30-3	 	Dadurch werden alle Tiere großgehungert, und den Kühen fehlt das Futter auch.	20:25	0:77	Dadurch werden alle Tiere großgehungert , und den Kühen fehlt das Futter auch .	3	0:14	dadurch werden alle Tier großgehungert , und d Kuh fehlen d Futter auch .	PAV VAFIN PIAT NN ADJD $, KON ART NN VVFIN ART NN ADV $.	
Tier	NN	1983	2	26120215_1983_11_08_01_150.tcf.xml-14-4	 	Die Tierbesitzer haben ihr Tier sofort einem Tierarzt zur Untersuchung vorzustellen.	27:31	0:84	Die Tierbesitzer haben ihr Tier sofort einem Tierarzt zur Untersuchung vorzustellen .	4	0:12	d Tierbesitzer haben ihr Tier sofort eine Tierarzt zur Untersuchung vorstellen .	ART NN VAFIN PPOSAT NN ADV ART NN APPRART NN VVIZU $.	
Tier	NN	1982	2	26120215_1982_04_03_01_405.tcf.xml-6-4	 	Wie heißen die drei Tier.... helfer, Stand... macher. 2628 Figuren?	20:24	0:67	Wie heißen die drei Tier .... helfer , Stand . . . macher . 2628 Figuren ?	4	0:17	wie heißen d drei Tier .... Helfer , Stand . . . Macher . 2628 Figur ?	PWAV VVFIN ART CARD NN $. NE $, NN $. $. $. NE $. CARD NN $.	
Tier	NN	1958	2	26120215_1958_02_14_01_244.tcf.xml-12-96	 	Ächa — Hinein!** 22.40 Euch zur Freude 10.00.Berliner Acht 5.05 Mit Musik in den neuen Tag 7.12 Klingende Palette 12.00 Testsendung 8.30 Hausmusik 8 10 Opernkonzert 13 m r »s kalte Herz Dienstag 10.40. Alexanderplatz 1200 Mittagskonzert 9.05 Stimmung und frohe Laune 9.00 G0 Minuten für die Frau 15.00 Testsendung 1400 Solistenmusik 1100 Funkmagazin 1010 Pädagog. Funk 1610 Kinderfernsehen 18 Februar 1430 Oberhof hat frohe Gäste 1220 Mittagskonzert 1210 Mittagskonzert 1700 Für die Frau 15.00 Aus d. Stimmungskiste 14.00 Kinderfunk 1410 Neue Bücher 19.00 „Vorhang « uf 15.30 „Der Karneval der Tiere ' 1430 B Saenger und Solisten 14.20 Musikal. Zeitvertrieb 20.00 Aktuelle Kamera! 16.00 Musikal Fasrhingsbilder 16.05 Heitere Ooernwelt 15.00 Kinderfunk wrttprd enst 1640 Kultur ] ournal 17.10 Für die Jugend 1530 Von der Kunst, zu lieben 20.15 „Fastnacht \n der Unterwelt 17.00 Aus d. Liedschatz 17.30 Karnevalsschlager 1605 Jugendmagazin F.rlnnprunppn an Grook 17.35 Bruno Saenser u. Solisten 1800 Zeitfunk 18.20 Kulturfragen 21.15 Tagebau Bohlen (Reportage) 18.30 Musikal. Hörerwünsche 1825 Berichte aus Oberhoi 18.30 Musik zum Feierabend 1930 „Fasching — nichts UKW 1905 Pulsschlag der Zeit 18. 3B Tanzmusik 19.50 Geklautes mit beschränk-19.50 Rhythmus Im Fasching NeuM.." (Bunte Sendung) 19.50 Der Wundertäter" (3. L.) ter Haftung 22.25 Latsch und Bommel 22.15 Froh getanzt.	594:599	0:1377	Ächa — Hinein !** 22.40 Euch zur Freude 10.00 .Berliner Acht 5.05 Mit Musik in den neuen Tag 7.12 Klingende Palette 12.00 Testsendung 8.30 Hausmusik 8 10 Opernkonzert 13 m r »s kalte Herz Dienstag 10.40 . Alexanderplatz 1200 Mittagskonzert 9.05 Stimmung und frohe Laune 9.00 G0 Minuten für die Frau 15.00 Testsendung 1400 Solistenmusik 1100 Funkmagazin 1010 Pädagog. Funk 1610 Kinderfernsehen 18 Februar 1430 Oberhof hat frohe Gäste 1220 Mittagskonzert 1210 Mittagskonzert 1700 Für die Frau 15.00 Aus d. Stimmungskiste 14.00 Kinderfunk 1410 Neue Bücher 19.00 „ Vorhang « uf 15.30 „ Der Karneval der Tiere ' 1430 B Saenger und Solisten 14.20 Musikal. Zeitvertrieb 20.00 Aktuelle Kamera ! 16.00 Musikal Fasrhingsbilder 16.05 Heitere Ooernwelt 15.00 Kinderfunk wrttprd enst 1640 Kultur ] ournal 17.10 Für die Jugend 1530 Von der Kunst , zu lieben 20.15 „ Fastnacht \n der Unterwelt 17.00 Aus d. Liedschatz 17.30 Karnevalsschlager 1605 Jugendmagazin F.rlnnprunppn an Grook 17.35 Bruno Saenser u. Solisten 1800 Zeitfunk 18.20 Kulturfragen 21.15 Tagebau Bohlen ( Reportage ) 18.30 Musikal. Hörerwünsche 1825 Berichte aus Oberhoi 18.30 Musik zum Feierabend 1930 „ Fasching — nichts UKW 1905 Pulsschlag der Zeit 18. 3B Tanzmusik 19.50 Geklautes mit beschränk- 19.50 Rhythmus Im Fasching NeuM . . " ( Bunte Sendung ) 19 .50 Der Wundertäter " ( 3. L. ) ter Haftung 22.25 Latsch und Bommel 22.15 Froh getanzt .	96	0:226	Ächa — hinein !** 22.40 euch zur Freude 10.00 .berliner acht 5.05 mit Musik in d neu Tag 7.12 Klingende Palette 12.00 Testsendung 8.30 Hausmusik 8 10 Opernkonzert 13 M R »s kalt Herz Dienstag 10.40 . Alexanderplatz 1200 Mittagskonzert 9.05 Stimmung und froh Laune 9.00 G0 Minute für d Frau 15.00 Testsendung 1400 Solistenmusik 1100 Funkmagazin 1010 Pädagog. Funk 1610 Kinderfernsehen 18 Februar 1430 Oberhof haben froh Gast 1220 Mittagskonzert 1210 Mittagskonzert 1700 für d Frau 15.00 aus d. Stimmungskiste 14.00 Kinderfunk 1410 neu Buch 19.00 „ Vorhang « uf 15.30 „ d Karneval d Tier ' 1430 b Saenger und Solist 14.20 Musikal. Zeitvertrieb 20.00 aktuell Kamera ! 16.00 musikal fasrhingsbilder 16.05 Heitere Ooernwelt 15.00 Kinderfunk Wrttprd Enst 1640 Kultur ] Ournal 17.10 für d Jugend 1530 von d Kunst , zu lieben 20.15 „ Fastnacht \n d Unterwelt 17.00 aus d. Liedschatz 17.30 Karnevalsschlager 1605 Jugendmagazin F.rlnnprunppn an Grook 17.35 Bruno Saenser u. Solist 1800 Zeitfunk 18.20 Kulturfrage 21.15 Tagebau Bohle ( Reportage ) 18.30 Musikal. Hörerwunsch 1825 Bericht aus Oberhoi 18.30 Musik zum Feierabend 1930 „ Fasching — nichts UKW 1905 Pulsschlag d Zeit 18. 3b Tanzmusik 19.50 geklaut mit beschränk- 19.50 Rhythmus im Fasching Neum . . " ( bunt Sendung ) 19 .50 d Wundertäter " ( 3. L. ) Ter Haftung 22.25 Latsch und Bommel 22.15 froh tanzen .	NE $( ADV $( CARD PRF APPRART NN CARD XY CARD CARD APPR NN APPR ART ADJA NN CARD NN NN CARD NN CARD NN CARD CARD NN CARD NN NE NE ADJA NN NN CARD $. NN CARD NN CARD NN KON ADJA NN CARD NN NN APPR ART NN CARD NN CARD NN CARD NN CARD NN NN CARD NN CARD NN CARD NN VAFIN ADJA NN CARD NN CARD NN CARD APPR ART NN CARD APPR ART NN CARD NN CARD ADJA NN CARD $( NN $( XY CARD $( ART NN ART NN $( CARD XY NE KON NN CARD NN NN CARD ADJA NN $. CARD XY XY CARD NN NN CARD NN NE NE CARD NN $( NE CARD APPR ART NN CARD APPR ART NN $, PTKZU VVINF CARD $( NN NE ART NN CARD APPR ART NN CARD NN CARD NN NN APPR NE CARD NE NE APPR NN CARD NN CARD NN CARD NN NN $( NN $( CARD NN NN CARD NN APPR NE CARD NN APPRART NN CARD $( NE $( PIS NE CARD NN ART NN ADJA CARD NN CARD ADJA APPR TRUNC CARD NN APPRART NN NE $. $. $( $( ADJA NN $( CARD NN ART NN $( $( ADJA NE $( NE NN CARD NE KON NE CARD ADJD VVPP $.	
Tier	NN	1957	2	2532889X_1957-01-06_01_102.tcf.xml-139-3	 	Haltungsverbesserung für die Tiere sowie Intensivierung der Seuchenvorbeuge und Seuchenbekämpfung sind aktuelle, in nächster Zukunft wahrzunehmende Aufgaben der Viehwirtschaft.	29:34	0:176	Haltungsverbesserung für die Tiere sowie Intensivierung der Seuchenvorbeuge und Seuchenbekämpfung sind aktuelle , in nächster Zukunft wahrzunehmende Aufgaben der Viehwirtschaft .	3	0:21	Haltungsverbesserung für d Tier sowie Intensivierung d Seuchenvorbeuge und Seuchenbekämpfung sein aktuell , in nächst Zukunft wahrzunehmend Aufgabe d Viehwirtschaft .	NN APPR ART NN KON NN ART NN KON NN VAFIN ADJA $, APPR ADJA NN ADJA NN ART NN $.	
