lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment	cosine_similarity
attack	fic_1844_800.txt-2479-17	mag_1828_553929.txt-364-34	I    can    not    afford    to    be    irritable    and    captious,    nor    to    waste    all    my    time    in    attacks.	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	75:82	[75,    81]	176:182	[176,    182]	4.0	0.9326897263526917
attack	news_1972_730368.txt-11-20	fic_1856_2470.txt-7252-13	Without    such    temperature    sebsitivity,    the    vaccine    viruses    could    well    cause    an    infection    at    least    as    virulent    as    a    natural    attack.	commenced    the    life    of    a    pioneer,    and    that,    in    a    night    attack,    his    cabin    had    been    burned,    his    wife    killed,    and    his    son    carried    away    by    the    savages.	122:128	[122,    128]	54:60	[54,    60]	4.0	0.769077718257904
attack	nf_1859_747415.txt-25-18	mag_1828_553929.txt-364-34	The    defences    of    our    common    Christianity    have    been    compelled    into    new    dispositions,    by    the    altered    methods    of    attack    employed    by    adversaries.	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	109:115	[109,    115]	176:182	[176,    182]	4.0	0.8391110897064209
attack	fic_1858_1282.txt-1444-24	fic_1838_7086.txt-2732-33	Indeed    such    was    the    shattered    condition    of    the    little    tenement,    that    you    might    easily    have    imagined    it    suffering    from    a    forty    years    '    attack    of    chronic    disease,    and    quite    unfit    for    the    habitation    of    so    great    a    military    hero.	being    protected    by    the    batteries    of    New-York,    Governor's    Island,    and    Red    Hook;    that,    on    the    arrival    of    their    fleet    through    the    Sound,    instead    of    making    a    direct    attack    on    New-York,    they    should    land    at    Kingsbridge,    and    take    up    a    position    across    the    island    of    New-York,    cut    off    all    communication    with    the    mainland,    and,    blockading    General    Washington    by    land    and    water,    compel    him    to    capitulate    on    their    own    terms.       "	134:140	[134,    140]	161:167	[161,    167]	4.0	0.4406740665435791
attack	nf_2008_774816.txt-78-20	fic_1848_7009.txt-1181-32	They    had    a    full-time    job    trying    to    protect    the    British    destroyers    stationed    in    the    harbor,    which    were    also    under    attack    from    Vichy    French    forces.	I    gathered    from    him    enough    to    convince    me    that    my    fears,    which    I    have    already    spoken    of,    were    true;    and    as    I    afterwards    heard    the    facts    of    that    fatal    attack,    I    will    here    relate    them    to    you.       "	113:119	[113,    119]	150:156	[150,    156]	4.0	0.9559775590896606
attack	fic_1857_9075.txt-4573-21	mag_1828_553929.txt-364-34	deeds    of    Christian    charity,    and    by    the    time    it    was    concluded,    the    boys    awoke,    eager    to    make    an    attack    upon    the    luncheon.	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	95:101	[95,    101]	176:182	[176,    182]	3.0	0.8655476570129395
attack	mag_1845_555245.txt-102-19	mag_1828_553929.txt-364-34	they    were    ready    to    sacrifice    their    honest    belief    on    some    points,    for    the    sake    of    uniting    in    an    attack    upon    the    Secretary.	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	95:101	[95,    101]	176:182	[176,    182]	4.0	0.8697024583816528
attack	fic_1845_622.txt-11187-51	news_1994_606745.txt-26-26	The    men    divided,    some    plunging    deeper    into    the    forest,    in    order    to    gain    their    stations    without    giving    an    alarm,    and    others    Continuing    to    advance,    at    a    gait    that    would    allow    the    whole    party    to    go    in    order;    but    all    devising    the    best    plan    to    repulse    the    attack    of    a    dog,    or    to    escape    a    rifle-bullet.	In    the    heat    of    their    anger,    many    Israelis    interviewed    today    expressed    frustration    with    the    fruits    of    peace    and    Rabin's    strategy    for    securing    citizens    against    attack.       "	251:257	[251,    257]	158:164	[158,    164]	4.0	0.8951458930969238
attack	mag_1822_553405.txt-347-16	news_1991_612479.txt-40-20	the    village    of    Sitka,    and,    on    arriving    there,    were    informed    of    the    meditated    attack    and    their    assistance    solicited.	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	77:83	[77,    83]	123:130	[123,    129]	3.0	0.8094213008880615
attack	nf_2008_774816.txt-78-20	mag_1828_553929.txt-364-34	They    had    a    full-time    job    trying    to    protect    the    British    destroyers    stationed    in    the    harbor,    which    were    also    under    attack    from    Vichy    French    forces.	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	113:119	[113,    119]	176:182	[176,    182]	4.0	0.5122972726821899
attack	mag_1840_586558.txt-356-49	news_1998_626765.txt-4-8	In    the    spring    of    1821,    he    accompanied    his    wife    to    Hartford,    Connecticut,    to    obtain,    medical    assistance    for    her    relief    from    a    cancer;    which    was    removed,    with    some    hopes    of    a    permanent    cure;    but    in    the    summer    of    1822,    it    renewed    its    attack    and    in    a    few    weeks    carried    her    to    the    grave.	In    1835,    when    Ben    Milam    ordered    an    attack    on    San    Antonio,    one    group    refused    to    obey    the    order    until    Arnold    could    return    from    a    scouting    trip    to    lead    them.	231:237	[231,    237]	35:41	[35,    41]	4.0	0.6245265007019043
attack	news_1965_724563.txt-1-1	fic_1993_25035.txt-820-7	political    attack    yesterday    on    Charles    A.    Buckley,    who    reH    Isponded    with    a    bitter    attack    on    Senate    Majority    Leader!    '	   "    I    understand    she    had    a    heart    attack,       "    Regan    said    quietly.       "	10:16	[10,    16]	31:37	[31,    37]	3.0	0.3700466752052307
attack	nf_2001_746877.txt-82-18	news_1991_612479.txt-40-20	tightness    and    breathlessness,    attacks    of    shortness    of    breath    after    strenuous    activity,    and    being    woken    by    an    attack    of    shortness    of    breath    (table    2).	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	109:115	[30,    36]	123:130	[123,    129]	3.0	0.8440155386924744
attack	mag_1992_396000.txt-164-14	fic_1844_3928.txt-3118-8	We    have    to    put    them    on    the    defensive    right    away    with    a    barrage    of    attacks,    but    do    it    with    four    or    five    different    spots,    each    tailored    to    a    specific    region    of    the    country:	yelled    the    populace,    but    they    made    no    attack.	66:73	[66,    72]	38:44	[38,    44]	3.0	0.86786288022995
attack	mag_1980_296744.txt-5-30	fic_1839_7024.txt-2377-9	One    was    that    Jordan's    attractive    blond    companion,    Martha    Coleman,    36,    a    longtime    civil    rights    worker    in    Fort    Wayne,    was    in    any    way    involved    in    the    attack.	I    thought    I    had    just    awoke,    after    the    attack    which    was    made    upon    me    by    the    assassin,    when    I    was    on    my    way    to    Mr.    Marisett's    house.	147:153	[147,    153]	38:44	[38,    44]	3.0	0.9610119462013245
attack	nf_1994_773891.txt-987-21	news_1991_612479.txt-40-20	As    we    will    be    discussing    in    Chapter    15,    the    value    of    levels    of    cholesterol    in    the    blood    in    predicting    heart    attacks    is    not    simple,    although    I    think    there    is    complete    agreement    that    our    diet    should    not    make    it    go    up    too    much.	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	108:115	[108,    114]	123:130	[123,    129]	3.0	0.793538510799408
attack	fic_1962_10417.txt-9433-20	mag_1828_553929.txt-364-34	There    had    existed    a    remote    possibility    that    the    regimentalcommander    might    order    the    battalion    of    the    division    reserve    to    make    the    attack,    and	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	130:136	[130,    136]	176:182	[176,    182]	4.0	0.5519332885742188
attack	mag_2002_371999.txt-12-46	fic_1968_781997.txt-4233-2	At    least    one    face    is    familiar    to    U.S.    investigators:    Ramzi    Binalshibh,    a    29-year-old    Yemeni    who    appears    wearing    a    red    kaffiyeh,    was    named    as    an    unindicted    co-conspirator    of    Zacarias    Moussaoui,    the    French    operative    arrested    in    August    and    indicted    Dec.    11    for    planning    terrorist    attacks.	The    dreadful    attack    upon    Crystal    Knox    had    been    the    more    dramatic    aspect    of    it;    but    the    fact    that,    even    after    that    warning,    Ted    had    actually    been    about    to    let    himself    be    dragged    into    the    vortex    of    the    so-called       "    Peace    Party       "    movement    was,    in    Ceil's    mind,    far    more    fundamental    and    frightening	277:284	[277,    283]	13:19	[13,    19]	4.0	0.9441404342651367
attack	fic_2004_49050.txt-745-14	news_1991_612479.txt-40-20	The    drones    came    swooping    toward    us,    and    it    became    clear    that    their    first    attack    hadn't    been    a    mistake.	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	73:79	[73,    79]	123:130	[123,    129]	3.0	0.76105135679245
attack	fic_1833_7239.txt-1694-15	fic_1838_7086.txt-2732-33	cried    his    antagonist,    following    him    and    standing    over    him,    ready    to    renew    the    attack    if    he    stirred    with    an    evil    purpose.	being    protected    by    the    batteries    of    New-York,    Governor's    Island,    and    Red    Hook;    that,    on    the    arrival    of    their    fleet    through    the    Sound,    instead    of    making    a    direct    attack    on    New-York,    they    should    land    at    Kingsbridge,    and    take    up    a    position    across    the    island    of    New-York,    cut    off    all    communication    with    the    mainland,    and,    blockading    General    Washington    by    land    and    water,    compel    him    to    capitulate    on    their    own    terms.       "	78:84	[78,    84]	161:167	[161,    167]	4.0	0.9301296472549438
attack	mag_2002_387140.txt-2-2	news_1982_671107.txt-19-96	German    U-boat    attacks    on    American    merchant    ships    had    ended    three    years    of    debate    about    whether    the    United    States    should    enter    the    war.	We    believe    that    the    United    States    should    pursue,    on    an    urgent    basis,    serious    strategic    arms    control    negotiations    consistent    with    the    maintenance    of    overall    parity    with    the    Soviet    Union,    including,    to    the    fullest    extent    possible:    //    -    A    mutual    and    verifiable    freeze    on    the    testing,    production,    and    deployment    of    nuclear    warheads,    missiles    and    other    delivery    systems;    //    -    Major,    mutual,    balanced    and    verifiable    reductions    of    nuclear    forces    to    lower    equivalent    levels,    with    special    attention    to    destabilizing    weapons    that    are    vulnerable    to    or    capable    of    preemptive    attack;    //    -    Strict    adherence    by    both    sides    to    all    arms    control    agreements    negotiated    to    date;    //    -    Measures    to    prevent    the    use    of    nuclear    weapons    by    each    superpower,    such    as    expanding    political    and    technical    mechanisms    to    reduce    the    risk    of    war    by    accident    or    miscalculation,    including    hot    lines    among    nuclear    weapons    states    and    joint    United    States/Soviet    stations    to    enhance    the    command    and    control    of    nuclear    weapons    systems;    //    -    Systematic    multilateral    efforts,    both    political    and    technical,    to    restrain    the    reckless    commerce    in    sensitive	14:21	[14,    20]	563:569	[563,    569]	4.0	0.9297817945480347
attack	nf_1836_749613.txt-2695-7	fic_1848_7009.txt-1181-32	This    being    the    usual    Indian    hour    of    attack    and    surprise,    and    the    Sioux    being    known    to    be    in    the    neighborhood,    the    camp    was    instantly    on    the    alert.	I    gathered    from    him    enough    to    convince    me    that    my    fears,    which    I    have    already    spoken    of,    were    true;    and    as    I    afterwards    heard    the    facts    of    that    fatal    attack,    I    will    here    relate    them    to    you.       "	36:42	[36,    42]	150:156	[150,    156]	4.0	0.9147247076034546
attack	mag_2002_398773.txt-149-9	news_1991_612479.txt-40-20	Active    for    Islam    specially    in    light    of    the    terrorist    attacks    of    September    11,    2001,    it's    important    to    point    out    the    deep    ecological    teachings    inherent    in    Islam,    and    the    very    real    onthe-ground    projects    that    have    developed    from    them.	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	53:60	[53,    59]	123:130	[123,    129]	3.0	0.7698401808738708
attack	news_1961_721939.txt-37-3	news_1994_606745.txt-26-26	   "    A    great    attack    has    to    be    made    on    the    soggy    complacency    of    some    managements    and    the    appalling    indifference    of    some    workers,       "    he    declared.	In    the    heat    of    their    anger,    many    Israelis    interviewed    today    expressed    frustration    with    the    fruits    of    peace    and    Rabin's    strategy    for    securing    citizens    against    attack.       "	10:16	[10,    16]	158:164	[158,    164]	4.0	0.2679150700569153
attack	nf_1968_773502.txt-1151-10	news_1991_612479.txt-40-20	politician    knows    how    to    exploit    this    appearance    of    being    under    attack    and    gain    audience    sympathy.	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	63:69	[63,    69]	123:130	[123,    129]	3.0	0.4372684955596924
attack	fic_1860_9817.txt-2290-22	news_1998_626765.txt-4-8	The    two    congenial    spirits    then    together    went    to    a    loop-hole    which    commanded    the    whole    ground,    and    speedily    arranged    a    plan    of    attack,    and    the    different    parts    which    each    of    their    companies    should    take    in    carrying    it    into    execution.	In    1835,    when    Ben    Milam    ordered    an    attack    on    San    Antonio,    one    group    refused    to    obey    the    order    until    Arnold    could    return    from    a    scouting    trip    to    lead    them.	126:132	[126,    132]	35:41	[35,    41]	4.0	0.9721474647521973
attack	mag_1840_586558.txt-81-14	mag_1828_553929.txt-364-34	His    private    character,    integrity,    and    professional    attainments    offered    no    feasible    point    of    attack,    nothing    upon    which    to    found    an    imputation.	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	92:98	[92,    98]	176:182	[176,    182]	3.0	0.8898327350616455
attack	mag_1832_564345.txt-180-28	fic_1968_781997.txt-4233-2	In    a    merely    military    point    of    view,    this    is    sufficiently    proper;    for    it    can    not    be    supposed    that    either    grammar    or    Latin    is    necessary    to    the    attack    and    defence    of    fortified    places,    or    that    the    graces    of    composition    are    necessary    to    the    art    of    castrametation.	The    dreadful    attack    upon    Crystal    Knox    had    been    the    more    dramatic    aspect    of    it;    but    the    fact    that,    even    after    that    warning,    Ted    had    actually    been    about    to    let    himself    be    dragged    into    the    vortex    of    the    so-called       "    Peace    Party       "    movement    was,    in    Ceil's    mind,    far    more    fundamental    and    frightening	141:147	[141,    147]	13:19	[13,    19]	4.0	0.9226334095001221
attack	news_1964_724184.txt-2-34	mag_1828_553929.txt-364-34	The    Republican    presidential    nominee    charged    that    Mr.    Johnson's    televised    announcement    of    retaliatory    United    States    air    strikes    on    North    Vietnam    gave    the    Communists    time    in    which    they    could    have    bolstered    their    defenses    for    the    attack.	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	227:233	[227,    233]	176:182	[176,    182]	3.0	0.5579019784927368
attack	mag_1846_524014.txt-26-2	news_1991_612479.txt-40-20	species    of    attack    against    which    -    we    protest    is    too    mean-spirited    to    deserve    refutation.	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	11:17	[11,    17]	123:130	[123,    129]	3.0	0.43903928995132446
attack	mag_2000_368897.txt-14-26	mag_1845_555245.txt-299-1	The    most    dangerous    plaques    are    those    prone    to    rupture;    the    explosive    release    of    clotting    factors    and    other    cells    into    the    blood    can    cause    a    heart    attack.	The    attack    of    the    Boston    Teachers    upon    the    Board    of    Education    and    its    Secretary    has    failed,    -    signally    and    disgracefully    failed.	146:152	[146,    152]	4:10	[4,    10]	3.0	0.31404632329940796
attack	fic_1846_7121.txt-2894-16	mag_1828_553929.txt-364-34	The    Moors,    who    had    quickly    placed    themselves    in    order    of    battle    to    receive    the    expected    attack,    on    seeing    but    one    person,    now    looked    to    Abdelasis    for    their    orders.	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	88:94	[88,    94]	176:182	[176,    182]	4.0	0.5051301717758179
attack	mag_1832_564239.txt-203-30	news_1998_626765.txt-4-8	period    of    its    greatest    activity    is    towards    the    middle    of    the    day,    the    hour    at    which    students    generally,    -    -    which    unfortunate    class    is    most    obnoxious    to    its    attacks,    --    are    unwilling    to    be    disturbed.	In    1835,    when    Ben    Milam    ordered    an    attack    on    San    Antonio,    one    group    refused    to    obey    the    order    until    Arnold    could    return    from    a    scouting    trip    to    lead    them.	157:164	[157,    163]	35:41	[35,    41]	4.0	0.7115035653114319
attack	mag_2000_368897.txt-14-26	news_1991_612479.txt-40-20	The    most    dangerous    plaques    are    those    prone    to    rupture;    the    explosive    release    of    clotting    factors    and    other    cells    into    the    blood    can    cause    a    heart    attack.	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	146:152	[146,    152]	123:130	[123,    129]	4.0	0.7556217908859253
attack	mag_1992_396000.txt-164-14	news_1991_612479.txt-40-20	We    have    to    put    them    on    the    defensive    right    away    with    a    barrage    of    attacks,    but    do    it    with    four    or    five    different    spots,    each    tailored    to    a    specific    region    of    the    country:	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	66:73	[66,    72]	123:130	[123,    129]	4.0	0.7632815837860107
attack	fic_1835_7016.txt-2023-9	fic_1838_7086.txt-2732-33	As    the    stranger    fell    to    the    earth    under    an    attack    so    impetuous    and    unexpected,    he    uttered    an    exclamation    in    which    Juan    recognized    the    language    of    Mexico.	being    protected    by    the    batteries    of    New-York,    Governor's    Island,    and    Red    Hook;    that,    on    the    arrival    of    their    fleet    through    the    Sound,    instead    of    making    a    direct    attack    on    New-York,    they    should    land    at    Kingsbridge,    and    take    up    a    position    across    the    island    of    New-York,    cut    off    all    communication    with    the    mainland,    and,    blockading    General    Washington    by    land    and    water,    compel    him    to    capitulate    on    their    own    terms.       "	43:49	[43,    49]	161:167	[161,    167]	4.0	0.6768785715103149
attack	mag_1825_553609.txt-140-54	news_1991_612479.txt-40-20	On    the    5th    of    October,    1778,    the    legion    was    ordered    to    Little    Egg    Harbour,    with    a    body    of    Jersey    and    Pennsylvania    militia,    and    a    field    piece    from    colonel    Proctor's    regiment    of    artillery,    the    whole    under    the    command    of    Pulaski,    for    the    defence    of    the    place    against    an    attack,    which    was    expected    from    the    enemy    then    on    that    coast.	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	267:273	[267,    273]	123:130	[123,    129]	3.0	0.7338255047798157
attack	fic_1860_8118.txt-4037-43	mag_1828_553929.txt-364-34	I    dreamed    in    a    dream,    I    saw    a    city    invincible    to    the    attacks    of    the    whole    of    the    rest    of    the    earth    from    Leaves    of    grass    (1860-61)    I    dreamed    in    a    dream,    I    saw    a    city    invincible    to    the    attacks    of    the    whole    of    the    rest    of    the    earth,    I    dreamed    that    was    the    new    City    of    Friends,    Nothing    was    greater    there    than    the    quality    of    robust    love    --    it    led    the    rest,    It    was    seen    every    hour    in    the    actions    of    the    men    of    that    city,	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	183:190	[53,    59]	176:182	[176,    182]	3.0	0.6033945679664612
attack	fic_1834_2652.txt-2410-34	news_1982_671107.txt-19-96	assertion    when    we    say,    that,    had    his    sympathies    been    at    all    enlisted    with    the    assailing    party,    the    sarcasm    of    its    leader    would    have    hurried    him    into    the    very    first    rank    of    attack.	We    believe    that    the    United    States    should    pursue,    on    an    urgent    basis,    serious    strategic    arms    control    negotiations    consistent    with    the    maintenance    of    overall    parity    with    the    Soviet    Union,    including,    to    the    fullest    extent    possible:    //    -    A    mutual    and    verifiable    freeze    on    the    testing,    production,    and    deployment    of    nuclear    warheads,    missiles    and    other    delivery    systems;    //    -    Major,    mutual,    balanced    and    verifiable    reductions    of    nuclear    forces    to    lower    equivalent    levels,    with    special    attention    to    destabilizing    weapons    that    are    vulnerable    to    or    capable    of    preemptive    attack;    //    -    Strict    adherence    by    both    sides    to    all    arms    control    agreements    negotiated    to    date;    //    -    Measures    to    prevent    the    use    of    nuclear    weapons    by    each    superpower,    such    as    expanding    political    and    technical    mechanisms    to    reduce    the    risk    of    war    by    accident    or    miscalculation,    including    hot    lines    among    nuclear    weapons    states    and    joint    United    States/Soviet    stations    to    enhance    the    command    and    control    of    nuclear    weapons    systems;    //    -    Systematic    multilateral    efforts,    both    political    and    technical,    to    restrain    the    reckless    commerce    in    sensitive	172:178	[172,    178]	563:569	[563,    569]	4.0	0.6815999150276184
attack	mag_1986_432304.txt-168-36	fic_1844_3928.txt-3118-8	The    Pentagon's    shopping    list    for    hardware    would    allow    the    Army    to    buy    840    Ml    tanks    and    870    Bradley    fighting    vehicles,    the    infantry's    controversial    new    troop    carrier;    the    Navy    to    get    four    new    attack    submarines,    one    Trident-missile    sub,    two    cruisers,    three    guided-missile    destroyers,    various    other    ships    and    120    F/A-18    aircraft,    and    the    Air    Force    to    buy    48    F-15    fighter    planes,    216    F-16    aircraft    and    21    C-5    cargo    planes.	yelled    the    populace,    but    they    made    no    attack.	191:197	[191,    197]	38:44	[38,    44]	4.0	0.7734969258308411
attack	nf_1962_773607.txt-311-2	mag_1854_555935.txt-131-30	was    his    attack    on    the    French    Revolution    in    Reflections    on    the    French    Revolution    (1790).	18*    //    The    development    of    Comte's    system,    after    the    outlines    of    it    had    been    completed    in    his    own    mind,    was    delayed,    in    1826,    by    an    attack    of    mental    disease,    from    which,    if    it    had    been    left    to    take    its    own    course,    he    thinks    he    should    have    speedily    recovered.	8:14	[8,    14]	131:137	[131,    137]	3.0	0.26688486337661743
attack	mag_1832_564307.txt-140-16	news_1982_671107.txt-19-96	While    places    situated    in    the    interior    and    on    navigable    streams    have    been    the    favorite    objects    of    attack,    the    sea-board,    in    almost    all    countries,    has    been    nearly    exempt.	We    believe    that    the    United    States    should    pursue,    on    an    urgent    basis,    serious    strategic    arms    control    negotiations    consistent    with    the    maintenance    of    overall    parity    with    the    Soviet    Union,    including,    to    the    fullest    extent    possible:    //    -    A    mutual    and    verifiable    freeze    on    the    testing,    production,    and    deployment    of    nuclear    warheads,    missiles    and    other    delivery    systems;    //    -    Major,    mutual,    balanced    and    verifiable    reductions    of    nuclear    forces    to    lower    equivalent    levels,    with    special    attention    to    destabilizing    weapons    that    are    vulnerable    to    or    capable    of    preemptive    attack;    //    -    Strict    adherence    by    both    sides    to    all    arms    control    agreements    negotiated    to    date;    //    -    Measures    to    prevent    the    use    of    nuclear    weapons    by    each    superpower,    such    as    expanding    political    and    technical    mechanisms    to    reduce    the    risk    of    war    by    accident    or    miscalculation,    including    hot    lines    among    nuclear    weapons    states    and    joint    United    States/Soviet    stations    to    enhance    the    command    and    control    of    nuclear    weapons    systems;    //    -    Systematic    multilateral    efforts,    both    political    and    technical,    to    restrain    the    reckless    commerce    in    sensitive	97:103	[97,    103]	563:569	[563,    569]	4.0	0.9211040735244751
attack	fic_1993_25035.txt-820-7	news_1998_626765.txt-4-8	   "    I    understand    she    had    a    heart    attack,       "    Regan    said    quietly.       "	In    1835,    when    Ben    Milam    ordered    an    attack    on    San    Antonio,    one    group    refused    to    obey    the    order    until    Arnold    could    return    from    a    scouting    trip    to    lead    them.	31:37	[31,    37]	35:41	[35,    41]	3.0	0.6369543671607971
attack	fic_1998_43533.txt-4-2	news_1991_612479.txt-40-20	The    saturation    attack    squandered    formations    of    surface    darts,    hypersonic    cruisers    and    sub-orbitals    with    a    profligacy    unusual    for    the    enemy.	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	15:21	[15,    21]	123:130	[123,    129]	4.0	0.7840746641159058
attack	mag_1846_524014.txt-303-22	fic_1854_9193.txt-8301-13	By    obliging    him    to    put    his    mortars    on    shore,    and    to    transport    them    some    distance    overland,    we    so    delay    his    attack    that    our    troops    may    be    concentrated    in    great    force    to    oppose    his    onset.	But    then,    the    work    itself,    with    the    exception    of    a    feeble    attack    now    and    then    from    the    prolific    pen    of    Skimmer,    (who    wrote    for    several    publications,)    was    noticed    by    the    press    with    favour.	107:113	[107,    113]	58:64	[58,    64]	3.0	0.25439581274986267
attack	mag_1838_554586.txt-186-30	mag_1828_553929.txt-364-34	But    if    the    policy    of    the    Anglo-Americans    was    sufficient    to    destroy    so    powerful    a    rival    as    the    French,    what    can    be    expected    from    the    unconcerted,    ill-advised    resistance    or    attack    of    the    aborigines,    unskilled    in    military    tactics,    and    not    sufficiently    strong,    on    any    one    point,	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	171:177	[171,    177]	176:182	[176,    182]	3.0	0.5849419832229614
attack	mag_1850_589167.txt-126-1	news_1991_612479.txt-40-20	The    attack    here    alluded    to    relates    not    to    the    public    works,    but    to    the    whig    policy    of    burrowing    thirteen    hundred    thousand    dollars,    in    violation    of    the    constitution.	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	4:10	[4,    10]	123:130	[123,    129]	3.0	0.2597315311431885
attack	mag_2004_365334.txt-2-9	fic_2009_36778.txt-461-18	That    puts    them    at    elevated    risk    for    a    heart    attack    within    five    years.	I    didn't    mean    it    to    come    out    that    harshly,    but    damn    it,    I    felt    under    attack    here.	44:50	[44,    50]	69:75	[69,    75]	3.0	0.32905662059783936
attack	fic_1844_800.txt-2479-17	mag_1828_553929.txt-364-34	I    can    not    afford    to    be    irritable    and    captious,    nor    to    waste    all    my    time    in    attacks.	Abandoned    by    all    but    the    Jesuits,    whose    alliance    was    even    more    fatal    than    the    enmity    of    the    other    parties,    M.    de    VilliAe    at    length    became    satisfied    that    he    could    not    stand    the    attack    of    the    press,    and    must    either    silence    it    or    retire.	75:82	[75,    81]	176:182	[176,    182]	3.0	0.9326897263526917
attack	fic_2001_13289.txt-335-18	news_1991_612479.txt-40-20	Soon    she    begins    reading    more    of    it    --)    Mrs.    Jones,    56,    died    of    a    heart    attack    Wednesday    evening    at    the    home.	The    AIDS    virus    insinuates    itself    into    the    genetic    makeup    of    T    cells,    destroying    them    or    preventing    them    from    orchestrating    attacks    on    disease    organisms.	71:77	[71,    77]	123:130	[123,    129]	3.0	0.7354786396026611
